timestamp,datetime,CH4 (mg/m3),CO (mg/m3),NO (mg/m3),NO2 (mg/m3),OZ (mg/m3),PM10 (mg/m3),PM2.5 (mg/m3),SO2 (mg/m3),H2S (mg/m3)
1722459600,01.08.2024 00:00,1.38,0.13,0.001,0.027,0.0179,0.014,0.006,0.0002,
1722463200,01.08.2024 01:00,1.36,0.1,0.002,0.018,0.0213,0.012,0.005,0.0002,
1722466800,01.08.2024 02:00,1.37,0.1,0.001,0.017,0.0196,0.011,0.004,0.0002,
1722470400,01.08.2024 03:00,1.38,0.1,0.001,0.011,0.0213,0.01,0.005,0.0002,
1722474000,01.08.2024 04:00,1.37,0.07,0.002,0.01,0.0229,0.009,0.004,0.0005,
1722477600,01.08.2024 05:00,1.39,0.1,0.001,0.015,0.0207,0.009,0.004,0.0004,
1722481200,01.08.2024 06:00,1.42,0.1,0.002,0.018,0.0154,0.011,0.005,0.0003,
1722484800,01.08.2024 07:00,1.41,0.1,0.006,0.022,0.0104,0.014,0.007,0.0004,
1722488400,01.08.2024 08:00,1.39,0.1,0.005,0.021,0.0121,0.016,0.007,0.0004,
1722492000,01.08.2024 09:00,1.37,0.1,0.004,0.017,0.0093,0.015,0.006,0.0003,
1722495600,01.08.2024 10:00,1.36,0.17,0.006,0.038,0.0146,0.008,0.004,0.0002,
1722499200,01.08.2024 11:00,1.36,0.2,0.01,0.045,0.0244,0.011,0.008,0.0005,
1722502800,01.08.2024 12:00,1.34,0.13,0.007,0.03,0.0441,0.008,0.003,0.0005,
1722506400,01.08.2024 13:00,1.35,0.27,0.006,0.051,0.0378,0.008,0.004,0.0004,
1722510000,01.08.2024 14:00,1.34,0.27,0.007,0.033,0.0491,0.014,0.009,0.0001,
1722513600,01.08.2024 15:00,1.34,0.2,0.004,0.017,0.0532,0.012,0.008,0.0006,
1722517200,01.08.2024 16:00,1.33,0.2,0.002,0.017,0.0511,0.012,0.009,0.0003,
1722520800,01.08.2024 17:00,1.33,0.3,0.004,0.035,0.0437,0.012,0.006,0.0002,
1722524400,01.08.2024 18:00,1.34,0.3,0.004,0.039,0.041,0.013,0.007,0.0006,
1722528000,01.08.2024 19:00,1.35,0.3,0.004,0.048,0.0335,0.017,0.005,0.0007,
1722531600,01.08.2024 20:00,1.34,0.37,0.004,0.054,0.0257,0.016,0.007,0.0009,
1722535200,01.08.2024 21:00,1.36,0.4,0.004,0.061,0.0155,0.02,0.009,0.0005,
1722538800,01.08.2024 22:00,1.36,0.3,0.002,0.051,0.0133,0.017,0.011,0.0004,
1722542400,01.08.2024 23:00,1.37,0.37,0.006,0.05,0.0065,0.014,0.009,0.0004,
1722546000,02.08.2024 00:00,1.37,0.27,0.003,0.035,0.0123,0.013,0.006,0.0005,
1722549600,02.08.2024 01:00,1.37,0.03,0.001,0.023,0.0203,0.009,0.002,0.0004,
1722553200,02.08.2024 02:00,1.37,0.0,0.001,0.016,0.0238,0.009,0.004,0.0004,
1722556800,02.08.2024 03:00,1.37,0.0,0.001,0.012,0.0206,0.009,0.004,0.0007,
