timestamp,datetime,CH4 (mg/m3),CO (mg/m3),NO (mg/m3),NO2 (mg/m3),OZ (mg/m3),PM10 (mg/m3),PM2.5 (mg/m3),SO2 (mg/m3)
1715983200,17.05.2024 22:00,1.38,0.2,0.002,0.042,0.0489,0.014,0.005,0.0005
1715986800,17.05.2024 23:00,1.39,0.23,0.001,0.053,0.037,0.019,0.006,0.0007
1715990400,18.05.2024 00:00,1.39,0.27,0.001,0.047,0.0447,0.022,0.008,0.0008
1715994000,18.05.2024 01:00,1.39,0.2,0.001,0.032,0.0496,0.019,0.008,0.0014
1715997600,18.05.2024 02:00,1.39,0.2,0.001,0.029,0.0503,0.013,0.006,0.0012
1716001200,18.05.2024 03:00,1.39,0.07,0.001,0.026,0.0483,0.011,0.004,0.0008
1716004800,18.05.2024 04:00,1.39,0.0,0.001,0.023,0.0464,0.012,0.006,0.0016
1716008400,18.05.2024 05:00,1.4,0.0,0.001,0.027,0.0361,0.013,0.007,0.0015
1716012000,18.05.2024 06:00,1.4,0.0,0.003,0.027,0.037,0.016,0.008,0.0012
1716015600,18.05.2024 07:00,1.41,0.0,0.005,0.024,0.0435,0.015,0.008,0.0049
1716019200,18.05.2024 08:00,1.41,0.0,0.008,0.026,0.0472,0.014,0.006,0.0219
1716022800,18.05.2024 09:00,1.39,0.0,0.005,0.019,0.0603,0.011,0.003,0.0105
1716026400,18.05.2024 10:00,1.38,0.0,0.005,0.016,0.0624,0.011,0.004,0.0021
1716030000,18.05.2024 11:00,1.37,0.0,0.006,0.02,0.0615,0.012,0.004,0.0024
1716033600,18.05.2024 12:00,1.37,0.0,0.004,0.017,0.0694,0.007,0.001,0.0017
1716037200,18.05.2024 13:00,1.36,0.0,0.004,0.017,0.0762,0.012,0.003,0.0014
1716040800,18.05.2024 14:00,1.36,0.0,0.003,0.017,0.0802,0.014,0.004,0.0015
1716044400,18.05.2024 15:00,1.36,0.03,0.003,0.015,0.0852,0.016,0.006,0.0014
1716048000,18.05.2024 16:00,1.36,0.0,0.002,0.015,0.0912,0.0,0.0,0.0012
1716051600,18.05.2024 17:00,1.37,0.0,0.002,0.017,0.0872,0.014,0.009,0.001
1716055200,18.05.2024 18:00,1.37,0.0,0.002,0.022,0.0799,0.016,0.008,0.001
1716058800,18.05.2024 19:00,1.37,0.0,0.002,0.026,0.0744,0.014,0.008,0.0009
1716062400,18.05.2024 20:00,1.38,0.03,0.002,0.031,0.0636,0.016,0.009,0.0012
1716066000,18.05.2024 21:00,1.38,0.1,0.001,0.041,0.0587,0.012,0.004,0.0015
1716069600,18.05.2024 22:00,1.39,0.13,0.001,0.049,0.0454,0.017,0.008,0.0015
1716073200,18.05.2024 23:00,1.41,0.13,0.001,0.064,0.0335,0.026,0.012,0.0039
1716076800,19.05.2024 00:00,1.45,0.1,0.002,0.067,0.0258,0.029,0.014,0.0036
1716080400,19.05.2024 01:00,1.45,0.0,0.001,0.052,0.0414,0.028,0.015,0.0023
1716084000,19.05.2024 02:00,1.44,0.0,0.001,0.04,0.0426,0.029,0.015,0.0019
1716087600,19.05.2024 03:00,1.41,0.03,0.001,0.035,0.0424,0.021,0.01,0.0013
1716091200,19.05.2024 04:00,1.41,0.0,0.001,0.026,0.0506,0.015,0.007,0.001
1716094800,19.05.2024 05:00,1.41,0.0,0.001,0.019,0.0546,0.014,0.007,0.0011
1716098400,19.05.2024 06:00,1.41,0.0,0.002,0.018,0.0566,0.012,0.006,0.0011
1716102000,19.05.2024 07:00,1.4,0.0,0.003,0.021,0.0561,0.012,0.005,0.0013
1716105600,19.05.2024 08:00,1.41,0.0,0.004,0.019,0.062,0.015,0.005,0.0014
1716109200,19.05.2024 09:00,1.39,0.0,0.004,0.016,0.0657,0.015,0.004,0.0014
1716112800,19.05.2024 10:00,1.39,0.0,0.004,0.014,0.0658,0.015,0.005,0.0018
1716116400,19.05.2024 11:00,1.38,0.0,0.006,0.019,0.0611,0.02,0.007,0.0029
1716120000,19.05.2024 12:00,1.39,0.0,0.006,0.022,0.0658,0.019,0.007,0.003
1716123600,19.05.2024 13:00,1.38,0.0,0.006,0.022,0.0709,0.02,0.006,0.0056
1716127200,19.05.2024 14:00,1.38,0.0,0.005,0.023,0.0746,0.019,0.007,0.0065
1716130800,19.05.2024 15:00,1.38,0.1,0.005,0.026,0.0772,0.022,0.008,0.0057
1716134400,19.05.2024 16:00,1.38,0.1,0.003,0.021,0.0867,0.022,0.008,0.0032
1716138000,19.05.2024 17:00,1.37,0.1,0.003,0.021,0.0913,0.022,0.008,0.004
1716141600,19.05.2024 18:00,1.37,0.1,0.003,0.021,0.0929,0.017,0.006,0.0027
1716145200,19.05.2024 19:00,1.37,0.1,0.002,0.024,0.0947,0.024,0.009,0.0023
1716148800,19.05.2024 20:00,1.38,0.1,0.001,0.03,0.0876,0.024,0.01,0.0024
1716152400,19.05.2024 21:00,1.39,0.1,0.001,0.039,0.072,0.025,0.011,0.0026
1716156000,19.05.2024 22:00,1.4,0.2,0.001,0.051,0.0581,0.027,0.012,0.0039
1716159600,19.05.2024 23:00,1.41,0.17,0.001,0.05,0.0554,0.028,0.013,0.0031
1716163200,20.05.2024 00:00,1.4,0.1,0.001,0.043,0.0567,0.023,0.01,0.0016
1716166800,20.05.2024 01:00,1.4,0.1,0.001,0.033,0.0614,0.022,0.009,0.0019
1716170400,20.05.2024 02:00,1.4,0.1,0.001,0.036,0.0606,0.02,0.009,0.0017
1716174000,20.05.2024 03:00,1.41,0.13,0.001,0.028,0.0675,0.02,0.009,0.0015
1716177600,20.05.2024 04:00,1.42,0.1,0.001,0.024,0.0687,0.018,0.009,0.0016
1716181200,20.05.2024 05:00,1.42,0.1,0.001,0.018,0.071,0.017,0.008,0.0014
1716184800,20.05.2024 06:00,1.43,0.1,0.001,0.019,0.0689,0.017,0.008,0.0013
1716188400,20.05.2024 07:00,1.45,0.1,0.003,0.019,0.0681,0.018,0.008,0.0014
1716192000,20.05.2024 08:00,1.45,0.17,0.005,0.024,0.0593,0.026,0.01,0.0014
1716195600,20.05.2024 09:00,1.41,0.23,0.009,0.033,0.0541,0.03,0.01,0.0016
1716199200,20.05.2024 10:00,1.4,0.2,0.015,0.045,0.0523,0.034,0.013,0.002
1716202800,20.05.2024 11:00,1.39,0.2,0.009,0.038,0.0713,0.035,0.012,0.002
1716206400,20.05.2024 12:00,1.37,0.2,0.004,0.026,0.0935,0.026,0.01,0.0015
1716210000,20.05.2024 13:00,1.37,0.2,0.002,0.02,0.1054,0.019,0.008,0.0012
1716213600,20.05.2024 14:00,1.37,0.1,0.003,0.021,0.1056,0.022,0.008,0.001
1716217200,20.05.2024 15:00,1.36,0.13,0.001,0.019,0.1081,0.019,0.008,0.001
1716220800,20.05.2024 16:00,1.36,0.1,0.002,0.018,0.1099,0.023,0.008,0.001
1716224400,20.05.2024 17:00,1.36,0.1,0.002,0.024,0.1083,0.02,0.009,0.0009
1716228000,20.05.2024 18:00,1.37,0.1,0.002,0.029,0.1012,0.023,0.01,0.001
1716231600,20.05.2024 19:00,1.37,0.1,0.002,0.028,0.101,0.026,0.009,0.0011
1716235200,20.05.2024 20:00,1.37,0.13,0.002,0.038,0.0867,0.023,0.011,0.0012
1716238800,20.05.2024 21:00,1.38,0.17,0.002,0.057,0.0668,0.031,0.014,0.0011
1716242400,20.05.2024 22:00,1.38,0.2,0.001,0.058,0.0631,0.03,0.013,0.0011
1716246000,20.05.2024 23:00,1.39,0.13,0.001,0.043,0.0716,0.027,0.012,0.0011
1716249600,21.05.2024 00:00,1.39,0.1,0.001,0.039,0.0744,0.028,0.013,0.0011
1716253200,21.05.2024 01:00,1.4,0.1,0.001,0.035,0.0726,0.026,0.014,0.0011
1716256800,21.05.2024 02:00,1.41,0.1,0.001,0.037,0.0679,0.027,0.015,0.0011
1716260400,21.05.2024 03:00,1.42,0.17,0.002,0.042,0.0556,0.025,0.014,0.0011
1716264000,21.05.2024 04:00,1.43,0.2,0.003,0.055,0.0446,0.026,0.015,0.0011
1716267600,21.05.2024 05:00,1.43,0.2,0.001,0.044,0.053,0.026,0.015,0.0012
1716271200,21.05.2024 06:00,1.43,0.2,0.002,0.035,0.0562,0.024,0.015,0.0012
1716274800,21.05.2024 07:00,1.44,0.2,0.005,0.036,0.0512,0.026,0.015,0.0011
1716278400,21.05.2024 08:00,1.43,0.23,0.01,0.048,0.0407,0.031,0.015,0.0015
1716282000,21.05.2024 09:00,1.44,0.33,0.017,0.063,0.0275,0.047,0.018,0.0013
1716285600,21.05.2024 10:00,1.43,0.4,0.028,0.064,0.0253,0.055,0.02,0.0017
1716289200,21.05.2024 11:00,1.41,0.33,0.018,0.055,0.0465,0.042,0.012,0.0015
1716292800,21.05.2024 12:00,1.38,0.2,0.006,0.031,0.0818,0.022,0.006,0.0013
1716296400,21.05.2024 13:00,1.36,0.2,0.003,0.021,0.0934,0.025,0.008,0.0008
1716300000,21.05.2024 14:00,1.34,0.2,0.003,0.021,0.0985,0.02,0.007,0.0009
1716303600,21.05.2024 15:00,1.36,0.23,0.003,0.026,0.0947,0.03,0.015,0.0011
1716307200,21.05.2024 16:00,1.35,0.2,0.003,0.024,0.0981,0.024,0.008,0.001
1716310800,21.05.2024 17:00,1.35,0.2,0.003,0.025,0.0989,0.036,0.013,0.001
1716314400,21.05.2024 18:00,1.36,0.2,0.002,0.03,0.0848,0.052,0.019,0.0008
1716318000,21.05.2024 19:00,1.38,0.2,0.004,0.039,0.0769,0.032,0.015,0.0008
1716321600,21.05.2024 20:00,1.39,0.3,0.002,0.054,0.0589,0.048,0.023,0.001
1716325200,21.05.2024 21:00,1.4,0.37,0.003,0.087,0.0335,0.045,0.018,0.0011
1716328800,21.05.2024 22:00,1.4,0.4,0.004,0.092,0.0215,0.039,0.016,0.001
1716332400,21.05.2024 23:00,1.41,0.63,0.015,0.107,0.0039,0.038,0.017,0.0011
1716336000,22.05.2024 00:00,1.42,0.7,0.021,0.103,0.002,0.041,0.018,0.0015
1716339600,22.05.2024 01:00,1.43,0.6,0.006,0.097,0.0062,0.035,0.018,0.0012
1716343200,22.05.2024 02:00,1.42,0.4,0.002,0.05,0.0467,0.0,0.0,0.002
1716343200,22.05.2024 02:00,1.42,0.4,0.002,0.05,0.0467,0.012,0.005,0.002
1716346800,22.05.2024 03:00,1.38,0.17,0.001,0.018,0.066,0.01,0.003,0.0018
1716346800,22.05.2024 03:00,1.38,0.17,0.001,0.018,0.066,0.01,0.0,0.0018
1716350400,22.05.2024 04:00,1.39,0.07,0.001,0.025,0.0558,0.012,0.004,0.0014
1716354000,22.05.2024 05:00,1.38,0.0,0.001,0.02,0.0665,0.008,0.002,0.0019
1716357600,22.05.2024 06:00,1.39,0.03,0.001,0.02,0.0597,0.018,0.009,0.0033
1716361200,22.05.2024 07:00,1.4,0.1,0.003,0.027,0.0554,0.017,0.008,0.0027
1716364800,22.05.2024 08:00,1.41,0.1,0.009,0.037,0.0488,0.021,0.008,0.0034
1716368400,22.05.2024 09:00,1.41,0.1,0.013,0.043,0.0478,0.022,0.007,0.0024
1716372000,22.05.2024 10:00,1.38,0.1,0.012,0.038,0.0537,0.023,0.007,0.0015
1716375600,22.05.2024 11:00,1.36,0.1,0.01,0.032,0.0641,0.025,0.004,0.0016
1716379200,22.05.2024 12:00,1.35,0.1,0.005,0.022,0.0754,0.025,0.006,0.0014
1716382800,22.05.2024 13:00,1.35,0.1,0.004,0.019,0.0843,0.022,0.006,0.0012
1716386400,22.05.2024 14:00,1.34,0.1,0.003,0.019,0.088,0.019,0.006,0.0009
1716390000,22.05.2024 15:00,1.35,0.13,0.003,0.02,0.0904,0.016,0.005,0.0011
1716393600,22.05.2024 16:00,1.35,0.1,0.004,0.019,0.0897,0.021,0.005,0.0011
1716397200,22.05.2024 17:00,1.36,0.13,0.004,0.023,0.0877,0.022,0.008,0.0013
1716400800,22.05.2024 18:00,1.36,0.1,0.004,0.027,0.0841,0.02,0.008,0.0016
1716404400,22.05.2024 19:00,1.37,0.1,0.003,0.024,0.084,0.022,0.007,0.0013
1716408000,22.05.2024 20:00,1.38,0.13,0.002,0.033,0.0738,0.023,0.009,0.0015
1716411600,22.05.2024 21:00,1.38,0.1,0.001,0.032,0.0734,0.027,0.011,0.0037
1716415200,22.05.2024 22:00,1.37,0.1,0.001,0.031,0.0664,0.027,0.011,0.0032
1716418800,22.05.2024 23:00,1.38,0.1,0.002,0.028,0.0652,0.025,0.008,0.0033
1716422400,23.05.2024 00:00,1.38,0.1,0.001,0.03,0.0557,0.021,0.007,0.0027
1716426000,23.05.2024 01:00,1.39,0.1,0.001,0.033,0.0503,0.02,0.008,0.0092
1716429600,23.05.2024 02:00,1.39,0.1,0.001,0.03,0.0472,0.018,0.007,0.0044
1716433200,23.05.2024 03:00,1.42,0.1,0.001,0.034,0.0456,0.016,0.007,0.0024
1716436800,23.05.2024 04:00,1.44,0.1,0.001,0.033,0.0408,0.018,0.009,0.0036
1716440400,23.05.2024 05:00,1.46,0.07,0.002,0.037,0.0431,0.014,0.005,0.0126
1716444000,23.05.2024 06:00,1.45,0.1,0.003,0.025,0.049,0.016,0.008,0.006
1716447600,23.05.2024 07:00,1.45,0.1,0.018,0.053,0.0273,0.02,0.01,0.0095
1716451200,23.05.2024 08:00,1.44,0.1,0.019,0.046,0.0367,0.021,0.009,0.0073
1716454800,23.05.2024 09:00,1.39,0.1,0.007,0.023,0.0576,0.017,0.005,0.0026
1716458400,23.05.2024 10:00,1.39,0.1,0.009,0.025,0.0559,0.021,0.007,0.0074
1716462000,23.05.2024 11:00,1.38,0.1,0.006,0.018,0.064,0.026,0.008,0.0069
1716465600,23.05.2024 12:00,1.37,0.1,0.004,0.015,0.069,0.029,0.008,0.005
1716469200,23.05.2024 13:00,1.38,0.1,0.004,0.016,0.0721,0.027,0.007,0.0066
1716472800,23.05.2024 14:00,1.38,0.1,0.004,0.017,0.0744,0.025,0.01,0.0064
1716476400,23.05.2024 15:00,1.38,0.03,0.003,0.017,0.0797,0.025,0.008,0.0055
1716480000,23.05.2024 16:00,1.37,0.0,0.003,0.018,0.0791,0.025,0.008,0.004
1716483600,23.05.2024 17:00,1.37,0.0,0.004,0.019,0.0786,0.025,0.008,0.0038
1716487200,23.05.2024 18:00,1.37,0.0,0.003,0.02,0.0758,0.018,0.007,0.0022
1716490800,23.05.2024 19:00,1.37,0.0,0.003,0.022,0.0723,0.024,0.008,0.0017
1716494400,23.05.2024 20:00,1.38,0.0,0.004,0.03,0.063,0.021,0.009,0.0042
1716498000,23.05.2024 21:00,1.39,0.0,0.002,0.039,0.051,0.025,0.009,0.0047
1716501600,23.05.2024 22:00,1.41,0.0,0.001,0.043,0.0459,0.023,0.01,0.0027
1716505200,23.05.2024 23:00,1.41,0.0,0.001,0.042,0.0416,0.024,0.01,0.0021
1716508800,24.05.2024 00:00,1.43,0.0,0.001,0.046,0.0347,0.023,0.01,0.0028
1716512400,24.05.2024 01:00,1.43,0.0,0.001,0.053,0.0347,0.028,0.009,0.0026
1716516000,24.05.2024 02:00,1.42,0.0,0.001,0.049,0.0397,0.023,0.009,0.0026
1716519600,24.05.2024 03:00,1.41,0.03,0.001,0.034,0.0525,0.018,0.008,0.002
1716523200,24.05.2024 04:00,1.41,0.0,0.001,0.033,0.0555,0.019,0.005,0.0019
1716526800,24.05.2024 05:00,1.41,0.0,0.001,0.029,0.0612,0.026,0.008,0.0017
1716530400,24.05.2024 06:00,1.41,0.0,0.002,0.034,0.0562,0.018,0.008,0.0017
1716534000,24.05.2024 07:00,1.41,0.03,0.006,0.036,0.0559,0.018,0.007,0.0018
1716537600,24.05.2024 08:00,1.4,0.1,0.007,0.031,0.0649,0.022,0.007,0.0026
1716541200,24.05.2024 09:00,1.41,0.1,0.008,0.031,0.0621,0.026,0.009,0.0022
1716544800,24.05.2024 10:00,1.4,0.1,0.011,0.036,0.0601,0.031,0.01,0.0035
1716548400,24.05.2024 11:00,1.4,0.1,0.011,0.034,0.0618,0.031,0.01,0.0058
1716552000,24.05.2024 12:00,1.4,0.1,0.01,0.034,0.0633,0.027,0.01,0.0076
1716555600,24.05.2024 13:00,1.41,0.1,0.014,0.045,0.057,0.032,0.011,0.0149
1716559200,24.05.2024 14:00,1.41,0.1,0.015,0.05,0.0561,0.036,0.013,0.0159
1716562800,24.05.2024 15:00,1.4,0.1,0.014,0.05,0.0593,0.035,0.011,0.0132
1716566400,24.05.2024 16:00,1.4,0.1,0.011,0.046,0.0671,0.034,0.01,0.008
1716570000,24.05.2024 17:00,1.39,0.1,0.008,0.044,0.0725,0.035,0.01,0.0056
1716573600,24.05.2024 18:00,1.38,0.03,0.006,0.043,0.0778,0.03,0.01,0.0038
1716577200,24.05.2024 19:00,1.39,0.1,0.004,0.045,0.0764,0.035,0.01,0.003
1716580800,24.05.2024 20:00,1.39,0.07,0.003,0.049,0.0762,0.039,0.01,0.0022
1716584400,24.05.2024 21:00,1.39,0.1,0.002,0.057,0.0637,0.039,0.01,0.002
1716588000,24.05.2024 22:00,1.4,0.1,0.001,0.065,0.0536,0.035,0.01,0.0018
1716591600,24.05.2024 23:00,1.4,0.1,0.001,0.076,0.0486,0.033,0.011,0.0018
1716595200,25.05.2024 00:00,1.41,0.1,0.001,0.057,0.0565,0.028,0.011,0.002
1716598800,25.05.2024 01:00,1.45,0.1,0.001,0.057,0.0507,0.027,0.01,0.0017
1716602400,25.05.2024 02:00,1.49,0.07,0.001,0.052,0.053,0.026,0.01,0.0016
1716606000,25.05.2024 03:00,1.46,0.03,0.001,0.033,0.0686,0.022,0.009,0.0016
1716609600,25.05.2024 04:00,1.46,0.07,0.001,0.039,0.0608,0.028,0.01,0.0023
1716613200,25.05.2024 05:00,1.46,0.1,0.003,0.056,0.049,0.034,0.013,0.0027
1716616800,25.05.2024 06:00,1.44,0.1,0.003,0.041,0.0596,0.026,0.011,0.0026
1716620400,25.05.2024 07:00,1.42,0.07,0.005,0.038,0.0671,0.025,0.01,0.0025
1716624000,25.05.2024 08:00,1.42,0.1,0.008,0.038,0.0665,0.026,0.009,0.0021
1716627600,25.05.2024 09:00,1.41,0.1,0.007,0.033,0.0729,0.027,0.008,0.0019
1716631200,25.05.2024 10:00,1.4,0.0,0.004,0.023,0.0871,0.021,0.005,0.0015
1716634800,25.05.2024 11:00,1.39,0.0,0.003,0.02,0.0926,0.025,0.006,0.0015
1716638400,25.05.2024 12:00,1.38,0.0,0.003,0.018,0.1017,0.024,0.006,0.0017
1716642000,25.05.2024 13:00,1.39,0.0,0.003,0.018,0.1093,0.028,0.008,0.0021
1716645600,25.05.2024 14:00,1.39,0.03,0.003,0.023,0.1133,0.028,0.009,0.0022
1716649200,25.05.2024 15:00,1.39,0.0,0.002,0.02,0.1148,0.025,0.007,0.0016
1716652800,25.05.2024 16:00,1.38,0.0,0.002,0.019,0.1123,0.031,0.01,0.0015
1716656400,25.05.2024 17:00,1.38,0.0,0.002,0.021,0.1125,0.024,0.007,0.0015
1716660000,25.05.2024 18:00,1.39,0.0,0.002,0.02,0.1147,0.022,0.008,0.0015
1716663600,25.05.2024 19:00,1.39,0.0,0.001,0.02,0.1092,0.024,0.007,0.0012
1716667200,25.05.2024 20:00,1.38,0.0,0.001,0.03,0.0953,0.023,0.009,0.001
1716670800,25.05.2024 21:00,1.39,0.07,0.001,0.046,0.0775,0.029,0.011,0.0014
1716674400,25.05.2024 22:00,1.39,0.1,0.001,0.065,0.0523,0.035,0.015,0.0016
1716678000,25.05.2024 23:00,1.4,0.1,0.001,0.076,0.039,0.036,0.016,0.0015
1716681600,26.05.2024 00:00,1.4,0.13,0.002,0.078,0.0347,0.036,0.015,0.0016
1716685200,26.05.2024 01:00,1.42,0.7,0.002,0.087,0.023,0.036,0.016,0.0018
1716688800,26.05.2024 02:00,1.42,0.23,0.009,0.088,0.0171,0.032,0.015,0.0018
1716692400,26.05.2024 03:00,1.46,0.37,0.021,0.101,0.0056,0.038,0.017,0.0017
1716696000,26.05.2024 04:00,1.54,0.5,0.02,0.101,0.0032,0.04,0.017,0.002
1716699600,26.05.2024 05:00,1.55,0.47,0.034,0.094,0.0078,0.037,0.017,0.0023
1716703200,26.05.2024 06:00,1.49,0.33,0.013,0.072,0.0319,0.034,0.016,0.002
1716706800,26.05.2024 07:00,1.45,0.2,0.007,0.047,0.0484,0.029,0.013,0.0019
1716710400,26.05.2024 08:00,1.44,0.27,0.01,0.045,0.0493,0.039,0.016,0.0027
1716714000,26.05.2024 09:00,1.42,0.2,0.009,0.038,0.0556,0.036,0.016,0.0018
1716717600,26.05.2024 10:00,1.43,0.3,0.009,0.041,0.0567,0.036,0.017,0.0016
1716721200,26.05.2024 11:00,1.43,0.23,0.007,0.039,0.0639,0.063,0.027,0.0017
1716724800,26.05.2024 12:00,1.41,0.2,0.002,0.033,0.0654,0.038,0.015,0.0016
1716728400,26.05.2024 13:00,1.42,0.33,0.005,0.052,0.0571,0.043,0.02,0.0015
1716732000,26.05.2024 14:00,1.41,0.27,0.008,0.049,0.0745,0.039,0.014,0.0017
1716735600,26.05.2024 15:00,1.4,0.27,0.003,0.028,0.1015,0.03,0.014,0.0018
1716739200,26.05.2024 16:00,1.38,0.3,0.001,0.018,0.1057,0.025,0.011,0.0014
1716742800,26.05.2024 17:00,1.37,0.3,0.001,0.019,0.0897,0.046,0.022,0.0009
1716746400,26.05.2024 18:00,1.38,0.37,0.003,0.043,0.057,0.045,0.025,0.0011
1716750000,26.05.2024 19:00,1.4,0.3,0.001,0.036,0.0469,0.035,0.022,0.0007
1716753600,26.05.2024 20:00,1.4,0.37,0.004,0.05,0.0273,0.028,0.019,0.0009
1716757200,26.05.2024 21:00,1.41,0.4,0.004,0.054,0.008,0.022,0.016,0.0009
1716760800,26.05.2024 22:00,1.4,0.5,0.009,0.055,0.0017,0.012,0.01,0.0011
1716764400,26.05.2024 23:00,1.42,0.53,0.015,0.07,0.002,0.012,0.009,0.001
1716768000,27.05.2024 00:00,1.39,0.4,0.003,0.052,0.0093,0.0,0.0,0.001
1716768000,27.05.2024 00:00,1.39,0.4,0.003,0.052,0.0093,0.004,0.001,0.001
1716771600,27.05.2024 01:00,1.39,0.4,0.001,0.046,0.0108,0.009,0.002,0.001
1716775200,27.05.2024 02:00,1.39,0.4,0.002,0.044,0.0112,0.007,0.001,0.0009
1716778800,27.05.2024 03:00,1.39,0.2,0.001,0.041,0.007,0.011,0.004,0.0008
1716782400,27.05.2024 04:00,1.41,0.1,0.002,0.047,0.0034,0.017,0.009,0.0008
1716786000,27.05.2024 05:00,1.41,0.03,0.004,0.045,0.0089,0.02,0.011,0.0008
1716789600,27.05.2024 06:00,1.45,0.0,0.008,0.041,0.0144,0.021,0.012,0.0011
1716793200,27.05.2024 07:00,1.5,0.0,0.01,0.038,0.0238,0.024,0.012,0.0019
1716796800,27.05.2024 08:00,1.48,0.0,0.013,0.036,0.0311,0.028,0.013,0.0022
1716800400,27.05.2024 09:00,1.45,0.0,0.012,0.034,0.0383,0.022,0.009,0.0022
1716804000,27.05.2024 10:00,1.43,0.1,0.012,0.033,0.0439,0.027,0.012,0.0022
1716807600,27.05.2024 11:00,1.39,0.0,0.008,0.027,0.0579,0.027,0.009,0.0022
1716811200,27.05.2024 12:00,1.37,0.0,0.005,0.022,0.0655,0.014,0.004,0.0035
1716814800,27.05.2024 13:00,1.37,0.0,0.006,0.024,0.0709,0.023,0.009,0.003
1716818400,27.05.2024 14:00,1.36,0.0,0.004,0.021,0.0835,0.023,0.008,0.0026
1716822000,27.05.2024 15:00,1.35,0.03,0.004,0.021,0.0875,0.022,0.009,0.0021
1716825600,27.05.2024 16:00,1.34,0.0,0.004,0.021,0.0913,0.02,0.007,0.0018
1716829200,27.05.2024 17:00,1.35,0.0,0.003,0.024,0.0889,0.023,0.01,0.0012
1716832800,27.05.2024 18:00,1.34,0.0,0.004,0.028,0.0888,0.019,0.008,0.001
1716836400,27.05.2024 19:00,1.35,0.0,0.003,0.03,0.0889,0.019,0.008,0.001
1716840000,27.05.2024 20:00,1.36,0.0,0.003,0.035,0.0841,0.024,0.012,0.0011
1716843600,27.05.2024 21:00,1.39,0.03,0.003,0.046,0.0658,0.028,0.014,0.0011
1716847200,27.05.2024 22:00,1.4,0.1,0.003,0.057,0.0508,0.028,0.012,0.0014
1716850800,27.05.2024 23:00,1.41,0.13,0.003,0.085,0.0266,0.027,0.009,0.0011
1716854400,28.05.2024 00:00,1.4,0.13,0.003,0.078,0.0368,0.023,0.007,0.0009
1716858000,28.05.2024 01:00,1.39,0.07,0.002,0.052,0.0464,0.02,0.008,0.0009
1716861600,28.05.2024 02:00,1.39,0.0,0.002,0.045,0.0522,0.019,0.008,0.0014
1716865200,28.05.2024 03:00,1.4,0.07,0.003,0.045,0.0496,0.019,0.009,0.0014
1716868800,28.05.2024 04:00,1.4,0.1,0.002,0.043,0.0492,0.02,0.009,0.0011
1716872400,28.05.2024 05:00,1.39,0.1,0.001,0.031,0.0599,0.017,0.008,0.001
1716876000,28.05.2024 06:00,1.39,0.0,0.002,0.03,0.0598,0.018,0.008,0.0009
1716879600,28.05.2024 07:00,1.39,0.07,0.006,0.037,0.0528,0.021,0.009,0.0028
1716883200,28.05.2024 08:00,1.39,0.1,0.012,0.045,0.0475,0.033,0.014,0.0037
1716886800,28.05.2024 09:00,1.38,0.1,0.011,0.042,0.0592,0.028,0.01,0.0026
1716890400,28.05.2024 10:00,1.37,0.1,0.006,0.031,0.0765,0.027,0.01,0.0021
1716894000,28.05.2024 11:00,1.37,0.1,0.004,0.025,0.0877,0.023,0.007,0.0018
1716897600,28.05.2024 12:00,1.37,0.1,0.007,0.034,0.0838,0.023,0.009,0.0017
1716901200,28.05.2024 13:00,1.37,0.1,0.004,0.028,0.0952,0.022,0.007,0.0014
1716901200,28.05.2024 13:00,1.37,0.1,,,0.0952,0.022,0.007,0.0014
1716904800,28.05.2024 14:00,1.36,0.1,0.004,0.024,0.1014,0.022,0.007,0.0015
1716904800,28.05.2024 14:00,1.36,0.1,,,0.1014,0.022,0.007,0.0015
1716908400,28.05.2024 15:00,1.35,0.13,0.003,0.022,0.1159,0.029,0.012,0.0013
1716908400,28.05.2024 15:00,1.35,0.13,,,0.1159,0.029,0.012,0.0013
1716912000,28.05.2024 16:00,1.35,0.1,,,0.1222,0.027,0.011,0.0015
1716912000,28.05.2024 16:00,1.35,0.1,0.002,0.019,0.1222,0.027,0.011,0.0015
1716915600,28.05.2024 17:00,1.36,0.1,0.002,0.021,0.1294,0.028,0.011,0.0014
1716915600,28.05.2024 17:00,1.36,0.1,,,0.1294,0.028,0.011,0.0014
1716919200,28.05.2024 18:00,1.37,0.1,0.001,0.023,0.1247,0.021,0.01,0.0011
1716919200,28.05.2024 18:00,1.37,0.1,,,0.1247,0.021,0.01,0.0011
1716922800,28.05.2024 19:00,1.36,0.1,,,0.1147,0.025,0.01,0.001
1716922800,28.05.2024 19:00,1.36,0.1,0.002,0.024,0.1147,0.025,0.01,0.001
1716926400,28.05.2024 20:00,1.37,0.13,,,0.0993,0.022,0.01,0.001
1716926400,28.05.2024 20:00,1.37,0.13,0.002,0.032,0.0993,0.022,0.01,0.001
1716930000,28.05.2024 21:00,1.39,0.13,,,0.068,0.035,0.019,0.0008
1716930000,28.05.2024 21:00,1.39,0.13,0.001,0.039,0.068,0.035,0.019,0.0008
1716933600,28.05.2024 22:00,1.39,0.23,0.003,0.083,0.0489,0.031,0.01,0.0011
1716933600,28.05.2024 22:00,1.39,0.23,,,0.0489,0.031,0.01,0.0011
1716937200,28.05.2024 23:00,1.4,0.27,,,0.0416,0.029,0.013,0.001
1716937200,28.05.2024 23:00,1.4,0.27,0.005,0.083,0.0416,0.029,0.013,0.001
