timestamp,datetime,CH4 (mg/m3),CO (mg/m3),NO (mg/m3),NO2 (mg/m3),OZ (mg/m3),PM10 (mg/m3),PM2.5 (mg/m3),SO2 (mg/m3)
1716940800,29.05.2024 00:00,1.39,0.3,0.021,0.112,0.0136,0.041,0.016,0.0012
1716940800,29.05.2024 00:00,1.39,0.3,,,0.0136,0.041,0.016,0.0012
1716944400,29.05.2024 01:00,1.42,0.3,0.032,0.111,0.0093,0.037,0.016,0.0017
1716944400,29.05.2024 01:00,1.42,0.3,,,0.0093,0.037,0.016,0.0017
1716948000,29.05.2024 02:00,1.44,0.57,0.033,0.113,0.0042,0.052,0.031,0.0016
1716948000,29.05.2024 02:00,1.44,0.57,,,0.0042,0.052,0.031,0.0016
1716951600,29.05.2024 03:00,1.5,1.37,,,0.0037,0.086,0.039,0.0044
1716951600,29.05.2024 03:00,1.5,1.37,0.212,0.091,0.0037,0.086,0.039,0.0044
1716955200,29.05.2024 04:00,1.56,1.3,0.212,0.094,0.0034,0.073,0.033,0.0048
1716955200,29.05.2024 04:00,1.56,1.3,,,0.0034,0.073,0.033,0.0048
1716958800,29.05.2024 05:00,1.59,1.43,0.287,0.073,0.0035,0.097,0.042,0.0056
1716958800,29.05.2024 05:00,1.59,1.43,,,0.0035,0.097,0.042,0.0056
1716962400,29.05.2024 06:00,1.61,1.33,0.248,0.074,0.0037,0.075,0.036,0.005
1716962400,29.05.2024 06:00,1.61,1.33,,,0.0037,0.075,0.036,0.005
1716966000,29.05.2024 07:00,1.63,1.3,,,0.0038,0.077,0.036,0.0052
1716966000,29.05.2024 07:00,1.63,1.3,0.238,0.076,0.0038,0.077,0.036,0.0052
1716969600,29.05.2024 08:00,1.53,0.77,,,0.0106,0.057,0.022,0.0029
1716969600,29.05.2024 08:00,1.53,0.77,0.076,0.109,0.0106,0.057,0.022,0.0029
1716973200,29.05.2024 09:00,1.5,0.8,0.064,0.128,0.0244,0.061,0.024,0.0027
1716973200,29.05.2024 09:00,1.5,0.8,,,0.0244,0.061,0.024,0.0027
1716976800,29.05.2024 10:00,1.43,0.57,0.024,0.104,0.0603,0.045,0.015,0.0023
1716976800,29.05.2024 10:00,1.43,0.57,,,0.0603,0.045,0.015,0.0023
1716980400,29.05.2024 11:00,1.38,0.3,,,0.0921,0.026,0.009,0.0013
1716980400,29.05.2024 11:00,1.38,0.3,0.006,0.042,0.0921,0.026,0.009,0.0013
1716984000,29.05.2024 12:00,1.37,0.3,0.005,0.038,0.0998,0.026,0.01,0.0011
1716984000,29.05.2024 12:00,1.37,0.3,,,0.0998,0.026,0.01,0.0011
1716987600,29.05.2024 13:00,1.36,0.3,,,0.1096,0.026,0.009,0.0008
1716987600,29.05.2024 13:00,1.36,0.3,0.003,0.025,0.1096,0.026,0.009,0.0008
1716991200,29.05.2024 14:00,1.35,0.3,,,0.1218,0.023,0.009,0.0009
1716991200,29.05.2024 14:00,1.35,0.3,0.001,0.023,0.1218,0.023,0.009,0.0009
1716994800,29.05.2024 15:00,1.35,0.23,0.002,0.03,0.1289,0.025,0.01,0.0007
1716994800,29.05.2024 15:00,1.35,0.23,,,0.1289,0.025,0.01,0.0007
1716998400,29.05.2024 16:00,1.35,0.1,0.001,0.022,0.14,0.026,0.012,0.0005
1716998400,29.05.2024 16:00,1.35,0.1,,,0.14,0.026,0.012,0.0005
1717002000,29.05.2024 17:00,1.35,0.1,0.001,0.022,0.1413,0.023,0.011,0.0004
1717002000,29.05.2024 17:00,1.35,0.1,,,0.1413,0.023,0.011,0.0004
1717005600,29.05.2024 18:00,1.36,0.17,,,0.1302,0.033,0.016,0.0007
1717005600,29.05.2024 18:00,1.36,0.17,0.001,0.027,0.1302,0.033,0.016,0.0007
1717009200,29.05.2024 19:00,1.37,0.1,0.001,0.025,0.1212,0.033,0.015,0.0007
1717009200,29.05.2024 19:00,1.37,0.1,,,0.1212,0.033,0.015,0.0007
1717012800,29.05.2024 20:00,1.38,0.13,0.001,0.03,0.0953,0.044,0.02,0.0011
1717012800,29.05.2024 20:00,1.38,0.13,,,0.0953,0.044,0.02,0.0011
1717016400,29.05.2024 21:00,1.41,0.2,0.001,0.043,0.0748,0.032,0.013,0.0011
1717016400,29.05.2024 21:00,1.41,0.2,,,0.0748,0.032,0.013,0.0011
1717020000,29.05.2024 22:00,1.44,0.27,,,0.038,0.047,0.022,0.001
1717020000,29.05.2024 22:00,1.44,0.27,0.002,0.079,0.038,0.047,0.022,0.001
1717023600,29.05.2024 23:00,1.43,0.3,0.001,0.085,0.0344,0.047,0.02,0.001
1717023600,29.05.2024 23:00,1.43,0.3,,,0.0344,0.047,0.02,0.001
1717027200,30.05.2024 00:00,1.43,0.3,0.015,0.079,0.0301,0.047,0.022,0.001
1717027200,30.05.2024 00:00,1.43,0.3,,,0.0301,0.047,0.022,0.001
1717030800,30.05.2024 01:00,1.43,0.3,0.002,0.087,0.0331,0.041,0.018,0.0009
1717030800,30.05.2024 01:00,1.43,0.3,,,0.0331,0.041,0.018,0.0009
1717034400,30.05.2024 02:00,1.44,0.27,,,0.0281,0.046,0.022,0.001
1717034400,30.05.2024 02:00,1.44,0.27,0.008,0.073,0.0281,0.046,0.022,0.001
1717038000,30.05.2024 03:00,1.46,0.2,,,0.018,0.039,0.019,0.0012
1717038000,30.05.2024 03:00,1.46,0.2,0.022,0.084,0.018,0.039,0.019,0.0012
1717041600,30.05.2024 04:00,1.44,0.17,,,0.0185,0.03,0.018,0.001
1717041600,30.05.2024 04:00,1.44,0.17,0.008,0.091,0.0185,0.03,0.018,0.001
1717045200,30.05.2024 05:00,1.43,0.1,,,0.0337,0.032,0.018,0.0011
1717045200,30.05.2024 05:00,1.43,0.1,0.074,0.074,0.0337,0.032,0.018,0.0011
1717048800,30.05.2024 06:00,1.44,0.1,0.051,0.08,0.0372,0.045,0.018,0.0011
1717048800,30.05.2024 06:00,1.44,0.1,,,0.0372,0.045,0.018,0.0011
1717052400,30.05.2024 07:00,1.44,0.1,0.036,0.091,0.0408,0.033,0.014,0.0013
1717052400,30.05.2024 07:00,1.44,0.1,,,0.0408,0.033,0.014,0.0013
1717056000,30.05.2024 08:00,1.45,0.1,,,0.0529,0.023,0.013,0.0015
1717056000,30.05.2024 08:00,1.45,0.1,0.0,0.063,0.0529,0.023,0.013,0.0015
1717059600,30.05.2024 09:00,1.42,0.17,0.041,0.06,0.0623,0.046,0.017,0.0015
1717059600,30.05.2024 09:00,1.42,0.17,,,0.0623,0.046,0.017,0.0015
1717063200,30.05.2024 10:00,1.38,0.1,,,0.0892,0.037,0.012,0.0013
1717063200,30.05.2024 10:00,1.38,0.1,0.026,0.045,0.0892,0.037,0.012,0.0013
1717066800,30.05.2024 11:00,1.37,0.1,,,0.0935,0.027,0.005,0.001
1717066800,30.05.2024 11:00,1.37,0.1,0.022,0.039,0.0935,0.027,0.005,0.001
1717070400,30.05.2024 12:00,1.34,0.1,,,0.096,0.026,0.003,0.001
1717074000,30.05.2024 13:00,1.34,0.1,,,0.1036,0.028,0.006,0.0009
1717077600,30.05.2024 14:00,1.34,0.1,,,0.1103,0.024,0.005,0.0009
1717081200,30.05.2024 15:00,1.35,0.1,,,0.1154,0.029,0.007,0.0015
1717084800,30.05.2024 16:00,1.34,0.1,,,0.1182,0.025,0.004,0.0023
1717088400,30.05.2024 17:00,1.35,0.0,,,0.115,0.021,0.004,0.0014
1717092000,30.05.2024 18:00,1.35,0.0,,,0.1121,0.023,0.007,0.0008
1717095600,30.05.2024 19:00,1.36,0.0,,,0.1054,0.026,0.007,0.0013
1717099200,30.05.2024 20:00,1.38,0.03,,,0.1055,0.033,0.015,0.0024
1717102800,30.05.2024 21:00,1.39,0.13,,,0.0798,0.047,0.025,0.0018
1717106400,30.05.2024 22:00,1.4,0.27,,,0.0533,0.045,0.019,0.0016
1717110000,30.05.2024 23:00,1.4,0.27,,,0.0232,0.035,0.016,0.0014
1717113600,31.05.2024 00:00,1.41,0.4,,,0.0064,0.04,0.015,0.0009
1717117200,31.05.2024 01:00,1.45,0.5,,,0.0024,0.048,0.017,0.0015
1717120800,31.05.2024 02:00,1.46,0.53,,,0.002,0.051,0.02,0.0018
1717124400,31.05.2024 03:00,1.47,0.53,,,0.002,0.05,0.02,0.002
1717128000,31.05.2024 04:00,1.52,0.5,,,0.0022,0.054,0.023,0.0022
1717131600,31.05.2024 05:00,1.68,0.33,,,0.0037,0.049,0.022,0.0021
1717135200,31.05.2024 06:00,1.71,0.2,,,0.0096,0.046,0.023,0.0022
1717138800,31.05.2024 07:00,1.73,0.2,,,0.0205,0.042,0.019,0.0036
1717142400,31.05.2024 08:00,1.56,0.1,,,0.0377,0.052,0.015,0.0059
1717146000,31.05.2024 09:00,1.47,0.1,,,0.0483,0.041,0.015,0.0042
1717149600,31.05.2024 10:00,1.45,0.1,,,0.0577,0.052,0.017,0.0032
1717153200,31.05.2024 11:00,1.42,0.1,,,0.0709,0.051,0.007,0.0021
1717156800,31.05.2024 12:00,1.38,0.1,,,0.084,0.055,0.0,0.0018
1717160400,31.05.2024 13:00,1.37,0.07,,,0.0986,0.052,0.013,0.0016
1717164000,31.05.2024 14:00,1.36,0.07,,,0.1076,0.037,0.014,0.0014
1717167600,31.05.2024 15:00,1.36,0.1,,,0.1108,0.043,0.014,0.0012
1717171200,31.05.2024 16:00,1.36,0.03,,,0.1153,0.04,0.014,0.0011
1717174800,31.05.2024 17:00,1.35,0.03,,,0.1047,0.047,0.018,0.0012
1717178400,31.05.2024 18:00,1.37,0.13,,,0.0789,0.078,0.017,0.0012
1717182000,31.05.2024 19:00,1.38,0.1,,,0.0739,0.042,0.021,0.0015
1717185600,31.05.2024 20:00,1.38,0.07,,,0.0765,0.069,0.018,0.001
1717189200,31.05.2024 21:00,1.38,0.03,,,0.0643,0.072,0.015,0.0006
1717192800,31.05.2024 22:00,1.39,0.13,,,0.0218,0.045,0.013,0.0007
1717196400,31.05.2024 23:00,1.4,0.3,,,0.0041,0.022,0.014,0.0007
