timestamp,datetime,CH4 (mg/m3),CO (mg/m3),NO (mg/m3),NO2 (mg/m3),OZ (mg/m3),PM10 (mg/m3),PM2.5 (mg/m3),SO2 (mg/m3)
1711105200,22.03.2024 11:00,1.51,0.23,0.02,0.063,0.0782,0.051,0.018,0.0054
1711108800,22.03.2024 12:00,1.48,0.17,0.013,0.049,0.0958,0.038,0.012,0.0058
1711112400,22.03.2024 13:00,1.47,0.1,0.01,0.04,0.102,0.042,0.015,0.0046
1711116000,22.03.2024 14:00,1.46,0.1,0.007,0.034,0.1056,0.038,0.017,0.0046
1711119600,22.03.2024 15:00,1.44,0.03,0.004,0.025,0.1117,0.034,0.015,0.004
1711123200,22.03.2024 16:00,1.43,0.0,0.003,0.023,0.1101,0.026,0.01,0.0033
1711126800,22.03.2024 17:00,1.42,0.0,0.002,0.022,0.1117,0.02,0.009,0.003
1711130400,22.03.2024 18:00,1.42,0.0,0.001,0.031,0.1052,0.027,0.011,0.0033
1711134000,22.03.2024 19:00,1.47,0.03,0.001,0.045,0.1044,0.042,0.017,0.0039
1711137600,22.03.2024 20:00,1.51,0.07,0.0,0.043,0.1023,0.04,0.019,0.0044
1711141200,22.03.2024 21:00,1.49,0.1,0.0,0.043,0.0969,0.032,0.016,0.0038
1711144800,22.03.2024 22:00,1.47,0.03,0.0,0.037,0.0964,0.025,0.014,0.0032
1711148400,22.03.2024 23:00,1.47,0.0,0.0,0.036,0.0903,0.029,0.016,0.0026
1711152000,23.03.2024 00:00,1.48,0.0,0.0,0.03,0.0856,0.028,0.017,0.0026
1711155600,23.03.2024 01:00,1.47,0.0,0.0,0.026,0.082,0.026,0.017,0.002
1711159200,23.03.2024 02:00,1.48,0.0,0.0,0.023,0.0778,0.025,0.018,0.0017
1711162800,23.03.2024 03:00,1.49,0.27,0.0,0.021,0.073,0.025,0.018,0.0016
1711166400,23.03.2024 04:00,1.52,0.3,0.0,0.017,0.0684,0.025,0.018,0.0014
1711170000,23.03.2024 05:00,1.48,0.3,0.0,0.016,0.0655,0.025,0.017,0.001
1711173600,23.03.2024 06:00,1.47,0.3,0.0,0.016,0.0641,0.024,0.016,0.0012
1711177200,23.03.2024 07:00,1.47,0.3,0.0,0.017,0.0622,0.02,0.015,0.0012
1711180800,23.03.2024 08:00,1.46,0.3,0.001,0.017,0.0616,0.022,0.015,0.0012
1711184400,23.03.2024 09:00,1.48,0.3,0.002,0.021,0.0578,0.019,0.013,0.0013
1711188000,23.03.2024 10:00,1.48,0.3,0.002,0.025,0.0542,0.017,0.012,0.0011
1711191600,23.03.2024 11:00,1.5,0.3,0.003,0.026,0.0516,0.015,0.01,0.0014
1711195200,23.03.2024 12:00,1.44,0.3,0.003,0.022,0.0543,0.014,0.009,0.0011
1711198800,23.03.2024 13:00,1.43,0.3,0.003,0.019,0.0562,0.011,0.008,0.0011
1711202400,23.03.2024 14:00,1.44,0.3,0.002,0.019,0.0536,0.012,0.009,0.001
1711206000,23.03.2024 15:00,1.43,0.2,0.003,0.023,0.0497,0.011,0.009,0.0012
1711209600,23.03.2024 16:00,1.43,0.2,0.002,0.021,0.0476,0.013,0.011,0.0012
1711213200,23.03.2024 17:00,1.44,0.2,0.002,0.022,0.0432,0.012,0.01,0.001
1711216800,23.03.2024 18:00,1.44,0.2,0.002,0.025,0.0368,0.012,0.009,0.001
1711220400,23.03.2024 19:00,1.44,0.2,0.001,0.031,0.0286,0.012,0.009,0.0009
1711224000,23.03.2024 20:00,1.45,0.2,0.002,0.036,0.0235,0.008,0.007,0.001
1711227600,23.03.2024 21:00,1.44,0.2,0.003,0.042,0.0188,0.004,0.006,0.0009
1711231200,23.03.2024 22:00,1.43,0.2,0.002,0.039,0.0244,0.004,0.005,0.001
1711234800,23.03.2024 23:00,1.43,0.2,0.001,0.033,0.031,0.007,0.006,0.0009
1711238400,24.03.2024 00:00,1.43,0.2,0.001,0.04,0.0191,0.005,0.005,0.0011
1711242000,24.03.2024 01:00,1.44,0.2,0.001,0.035,0.0222,0.008,0.006,0.001
1711245600,24.03.2024 02:00,1.44,0.2,0.0,0.028,0.0289,0.008,0.006,0.0008
1711249200,24.03.2024 03:00,1.44,0.1,0.0,0.016,0.0374,0.009,0.006,0.0009
1711252800,24.03.2024 04:00,1.44,0.07,0.0,0.013,0.0412,0.0,0.004,0.0008
1711252800,24.03.2024 04:00,1.44,0.07,0.0,0.013,0.0412,0.005,0.004,0.0008
1711256400,24.03.2024 05:00,1.46,0.1,0.0,0.013,0.0391,0.004,0.004,0.0008
1711260000,24.03.2024 06:00,1.48,0.1,0.0,0.013,0.04,0.003,0.005,0.0009
1711263600,24.03.2024 07:00,1.45,0.1,0.0,0.015,0.0367,0.005,0.004,0.0006
1711267200,24.03.2024 08:00,1.43,0.1,0.001,0.019,0.035,0.006,0.005,0.0005
1711270800,24.03.2024 09:00,1.43,0.1,0.002,0.014,0.0398,0.006,0.005,0.0005
1711274400,24.03.2024 10:00,1.44,0.1,0.003,0.018,0.0352,0.007,0.006,0.0008
1711278000,24.03.2024 11:00,1.46,0.1,0.007,0.03,0.0246,0.009,0.007,0.001
1711281600,24.03.2024 12:00,1.45,0.13,0.011,0.037,0.0192,0.009,0.007,0.0009
1711285200,24.03.2024 13:00,1.45,0.2,0.013,0.036,0.0192,0.011,0.008,0.0008
1711288800,24.03.2024 14:00,1.46,0.2,0.013,0.038,0.0204,0.009,0.007,0.0008
1711292400,24.03.2024 15:00,1.46,0.2,0.006,0.034,0.0288,0.012,0.007,0.0009
1711296000,24.03.2024 16:00,1.46,0.17,0.004,0.033,0.0381,0.012,0.007,0.0007
1711299600,24.03.2024 17:00,1.44,0.1,0.002,0.027,0.0445,0.007,0.005,0.0007
1711303200,24.03.2024 18:00,1.45,0.1,0.001,0.025,0.0422,0.004,0.005,0.0008
1711306800,24.03.2024 19:00,1.46,0.1,0.001,0.026,0.0399,0.007,0.005,0.0007
1711310400,24.03.2024 20:00,1.45,0.1,0.001,0.027,0.0377,0.004,0.006,0.0006
1711314000,24.03.2024 21:00,1.45,0.1,0.0,0.028,0.0385,0.007,0.006,0.0005
1711317600,24.03.2024 22:00,1.44,0.1,0.0,0.024,0.0442,0.004,0.006,0.0005
1711321200,24.03.2024 23:00,1.43,0.1,0.0,0.019,0.05,0.008,0.007,0.0003
1711324800,25.03.2024 00:00,1.43,0.1,0.0,0.018,0.0511,0.009,0.007,0.0007
1711328400,25.03.2024 01:00,1.45,0.1,0.0,0.015,0.0502,0.008,0.008,0.0005
1711332000,25.03.2024 02:00,1.45,0.1,0.0,0.012,0.0501,0.009,0.008,0.0003
1711335600,25.03.2024 03:00,1.42,0.1,0.0,0.012,0.0462,0.0,0.0,0.0002
1711339200,25.03.2024 04:00,1.4,0.1,0.001,0.022,0.042,0.0,0.0,0.0006
1711342800,25.03.2024 05:00,1.39,0.1,0.0,0.009,0.0577,0.0,0.002,0.0004
1711346400,25.03.2024 06:00,1.38,0.1,0.0,0.008,0.0603,0.0,0.003,0.0004
1711350000,25.03.2024 07:00,1.39,0.1,0.0,0.016,0.0552,0.003,0.004,0.0006
1711353600,25.03.2024 08:00,1.38,0.1,0.002,0.024,0.0492,0.004,0.004,0.0001
1711357200,25.03.2024 09:00,1.39,0.13,0.007,0.028,0.0453,0.01,0.006,0.0005
1711360800,25.03.2024 10:00,1.4,0.1,0.006,0.021,0.0556,0.008,0.007,0.0007
1711364400,25.03.2024 11:00,1.39,0.1,0.005,0.017,0.0606,0.01,0.006,0.0009
1711368000,25.03.2024 12:00,1.39,0.1,0.005,0.015,0.0625,0.012,0.005,0.0007
1711371600,25.03.2024 13:00,1.39,0.1,0.006,0.017,0.0605,0.011,0.005,0.0009
1711375200,25.03.2024 14:00,1.38,0.1,0.006,0.015,0.0612,0.01,0.005,0.0009
1711378800,25.03.2024 15:00,1.38,0.1,0.006,0.016,0.061,0.013,0.006,0.001
1711382400,25.03.2024 16:00,1.38,0.1,0.006,0.018,0.0595,0.017,0.007,0.0007
1711386000,25.03.2024 17:00,1.37,0.1,0.006,0.024,0.0553,0.017,0.007,0.0008
1711389600,25.03.2024 18:00,1.38,0.1,0.005,0.038,0.0445,0.024,0.009,0.0007
1711393200,25.03.2024 19:00,1.39,0.2,0.004,0.054,0.027,0.031,0.011,0.0006
1711396800,25.03.2024 20:00,1.4,0.33,0.025,0.082,0.0051,0.037,0.009,0.001
1711400400,25.03.2024 21:00,1.41,0.43,0.036,0.085,0.002,0.05,0.01,0.0012
1711404000,25.03.2024 22:00,1.43,0.4,0.028,0.084,0.0021,0.037,0.01,0.001
1711407600,25.03.2024 23:00,1.44,0.4,0.02,0.084,0.002,0.035,0.01,0.001
1711411200,26.03.2024 00:00,1.43,0.3,0.008,0.081,0.0036,0.027,0.011,0.0009
1711414800,26.03.2024 01:00,1.43,0.2,0.001,0.061,0.0191,0.018,0.008,0.0008
1711418400,26.03.2024 02:00,1.47,0.2,0.001,0.065,0.013,0.019,0.01,0.0007
1711422000,26.03.2024 03:00,1.48,0.2,0.001,0.069,0.0106,0.019,0.01,0.0005
1711425600,26.03.2024 04:00,1.47,0.13,0.001,0.064,0.0145,0.016,0.008,0.0007
1711429200,26.03.2024 05:00,1.47,0.13,0.0,0.054,0.018,0.016,0.009,0.0005
1711432800,26.03.2024 06:00,1.48,0.2,0.001,0.064,0.0075,0.017,0.011,0.0007
1711436400,26.03.2024 07:00,1.54,0.2,0.01,0.068,0.0059,0.022,0.013,0.0009
1711440000,26.03.2024 08:00,1.55,0.27,0.032,0.06,0.0106,0.025,0.014,0.0014
1711443600,26.03.2024 09:00,1.48,0.3,0.042,0.066,0.013,0.034,0.015,0.0018
1711447200,26.03.2024 10:00,1.44,0.2,0.033,0.058,0.0275,0.041,0.012,0.0022
1711450800,26.03.2024 11:00,1.42,0.1,0.013,0.038,0.0491,0.03,0.008,0.0015
1711454400,26.03.2024 12:00,1.41,0.1,0.012,0.028,0.0577,0.023,0.008,0.0016
1711458000,26.03.2024 13:00,1.43,0.07,0.01,0.027,0.0578,0.022,0.007,0.0017
1711461600,26.03.2024 14:00,1.42,0.0,0.008,0.026,0.0587,0.019,0.006,0.0013
1711465200,26.03.2024 15:00,1.42,0.1,0.009,0.029,0.0561,0.019,0.006,0.0015
1711468800,26.03.2024 16:00,1.41,0.1,0.007,0.029,0.0591,0.02,0.007,0.0015
1711472400,26.03.2024 17:00,1.4,0.1,0.004,0.029,0.0584,0.013,0.005,0.002
1711476000,26.03.2024 18:00,1.43,0.1,0.003,0.038,0.0499,0.017,0.006,0.0018
1711479600,26.03.2024 19:00,1.4,0.1,0.001,0.043,0.0494,0.022,0.007,0.0014
1711483200,26.03.2024 20:00,1.4,0.1,0.0,0.031,0.0597,0.02,0.007,0.0016
1711486800,26.03.2024 21:00,1.4,0.1,0.0,0.036,0.0572,0.021,0.008,0.0016
1711490400,26.03.2024 22:00,1.41,0.1,0.0,0.036,0.0554,0.019,0.008,0.0015
1711494000,26.03.2024 23:00,1.41,0.1,0.0,0.036,0.0517,0.018,0.007,0.0014
1711497600,27.03.2024 00:00,1.41,0.17,0.0,0.047,0.0379,0.021,0.008,0.0017
1711501200,27.03.2024 01:00,1.42,0.2,0.0,0.061,0.0243,0.024,0.009,0.0014
1711504800,27.03.2024 02:00,1.43,0.2,0.0,0.075,0.0167,0.027,0.01,0.0013
1711508400,27.03.2024 03:00,1.45,0.2,0.004,0.082,0.0085,0.029,0.01,0.0012
1711512000,27.03.2024 04:00,1.46,0.2,0.012,0.086,0.0023,0.031,0.012,0.0013
1711515600,27.03.2024 05:00,1.48,0.23,0.027,0.083,0.0019,0.027,0.012,0.0014
1711519200,27.03.2024 06:00,1.5,0.3,0.04,0.08,0.0018,0.026,0.013,0.0017
1711522800,27.03.2024 07:00,1.5,0.3,0.051,0.077,0.0035,0.026,0.013,0.002
1711526400,27.03.2024 08:00,1.49,0.3,0.067,0.073,0.0081,0.03,0.013,0.0027
1711530000,27.03.2024 09:00,1.48,0.4,0.077,0.071,0.0128,0.051,0.015,0.0046
1711533600,27.03.2024 10:00,1.47,0.27,0.064,0.069,0.022,0.066,0.016,0.0078
1711537200,27.03.2024 11:00,1.44,0.1,0.02,0.045,0.0497,0.043,0.01,0.0051
1711540800,27.03.2024 12:00,1.42,0.0,0.011,0.024,0.0693,0.025,0.006,0.0024
1711544400,27.03.2024 13:00,1.41,0.0,0.005,0.016,0.0761,0.02,0.004,0.0018
1711548000,27.03.2024 14:00,1.41,0.0,0.004,0.015,0.079,0.018,0.004,0.0015
1711551600,27.03.2024 15:00,1.41,0.17,0.003,0.013,0.0852,0.015,0.004,0.0014
1711555200,27.03.2024 16:00,1.41,0.2,0.004,0.017,0.0825,0.017,0.005,0.0015
1711558800,27.03.2024 17:00,1.41,0.2,0.003,0.02,0.0783,0.02,0.006,0.0013
1711562400,27.03.2024 18:00,1.41,0.2,0.003,0.029,0.0701,0.021,0.007,0.0013
1711566000,27.03.2024 19:00,1.42,0.23,0.003,0.053,0.044,0.032,0.009,0.0015
1711569600,27.03.2024 20:00,1.41,0.3,0.002,0.08,0.0193,0.039,0.009,0.0015
1711573200,27.03.2024 21:00,1.42,0.3,0.001,0.078,0.0232,0.041,0.009,0.0013
1711576800,27.03.2024 22:00,1.4,0.33,0.025,0.078,0.0186,0.034,0.008,0.0016
1711580400,27.03.2024 23:00,1.41,0.5,0.074,0.09,0.002,0.045,0.01,0.0025
1711584000,28.03.2024 00:00,1.41,0.43,0.075,0.087,0.0022,0.044,0.011,0.0025
1711587600,28.03.2024 01:00,1.44,0.57,0.068,0.088,0.0025,0.043,0.013,0.0023
1711591200,28.03.2024 02:00,1.48,0.8,0.134,0.087,0.0026,0.065,0.017,0.0038
1711594800,28.03.2024 03:00,1.49,0.57,0.067,0.096,0.0024,0.054,0.016,0.0027
1711598400,28.03.2024 04:00,1.46,0.37,0.007,0.092,0.01,0.035,0.011,0.0014
1711602000,28.03.2024 05:00,1.46,0.3,0.001,0.08,0.0173,0.027,0.009,0.0012
1711605600,28.03.2024 06:00,1.45,0.3,0.0,0.066,0.027,0.023,0.009,0.001
1711609200,28.03.2024 07:00,1.43,0.33,0.038,0.065,0.0148,0.02,0.01,0.0015
1711612800,28.03.2024 08:00,1.47,0.4,0.071,0.074,0.0104,0.028,0.012,0.0022
1711616400,28.03.2024 09:00,1.47,0.5,0.056,0.063,0.0298,0.05,0.014,0.0024
1711620000,28.03.2024 10:00,1.43,0.3,0.016,0.043,0.0545,0.036,0.012,0.0016
1711623600,28.03.2024 11:00,1.44,0.27,0.013,0.038,0.0598,0.034,0.011,0.0014
1711627200,28.03.2024 12:00,1.44,0.27,0.01,0.034,0.0695,0.028,0.008,0.0019
1711630800,28.03.2024 13:00,1.43,0.23,0.008,0.027,0.0754,0.024,0.006,0.0022
1711634400,28.03.2024 14:00,1.42,0.2,0.007,0.024,0.0775,0.027,0.006,0.0021
1711638000,28.03.2024 15:00,1.41,0.13,0.005,0.018,0.0835,0.025,0.006,0.0016
1711641600,28.03.2024 16:00,1.41,0.1,0.004,0.018,0.0882,0.022,0.006,0.0014
1711645200,28.03.2024 17:00,1.42,0.1,0.004,0.022,0.0847,0.024,0.006,0.0016
1711648800,28.03.2024 18:00,1.42,0.1,0.003,0.027,0.086,0.023,0.007,0.0016
1711652400,28.03.2024 19:00,1.42,0.13,0.001,0.034,0.0763,0.028,0.008,0.0014
1711656000,28.03.2024 20:00,1.43,0.2,0.0,0.052,0.0601,0.036,0.01,0.0019
1711659600,28.03.2024 21:00,1.43,0.2,0.001,0.064,0.0488,0.04,0.012,0.0017
1711663200,28.03.2024 22:00,1.43,0.2,0.001,0.061,0.0475,0.034,0.012,0.0016
1711666800,28.03.2024 23:00,1.42,0.17,0.0,0.057,0.0496,0.026,0.009,0.0012
1711670400,29.03.2024 00:00,1.43,0.2,0.0,0.048,0.0516,0.023,0.009,0.001
1711674000,29.03.2024 01:00,1.44,0.1,0.0,0.048,0.0523,0.021,0.008,0.001
1711677600,29.03.2024 02:00,1.44,0.1,0.0,0.042,0.054,0.018,0.008,0.0011
1711681200,29.03.2024 03:00,1.46,0.2,0.0,0.043,0.047,0.019,0.008,0.001
1711684800,29.03.2024 04:00,1.46,0.2,0.0,0.04,0.0496,0.02,0.009,0.0015
1711688400,29.03.2024 05:00,1.46,0.2,0.0,0.034,0.0522,0.023,0.011,0.002
1711692000,29.03.2024 06:00,1.46,0.27,0.0,0.036,0.0491,0.025,0.012,0.0021
1711695600,29.03.2024 07:00,1.46,0.3,0.001,0.04,0.0454,0.025,0.013,0.0021
1711699200,29.03.2024 08:00,1.46,0.3,0.006,0.055,0.0354,0.029,0.013,0.0025
1711702800,29.03.2024 09:00,1.46,0.3,0.009,0.05,0.0435,0.036,0.014,0.0038
1711706400,29.03.2024 10:00,1.45,0.3,0.01,0.052,0.0405,0.042,0.015,0.0036
1711710000,29.03.2024 11:00,1.45,0.33,0.008,0.061,0.0318,0.043,0.015,0.0032
1711713600,29.03.2024 12:00,1.47,0.33,0.01,0.063,0.0314,0.043,0.017,0.0024
1711717200,29.03.2024 13:00,1.46,0.3,0.009,0.053,0.0387,0.031,0.016,0.0027
1711720800,29.03.2024 14:00,1.45,0.3,0.01,0.039,0.0484,0.034,0.017,0.0028
1711724400,29.03.2024 15:00,1.44,0.17,0.012,0.033,0.0518,0.043,0.019,0.0028
1711728000,29.03.2024 16:00,1.45,0.1,0.009,0.029,0.0592,0.052,0.022,0.0028
1711731600,29.03.2024 17:00,1.45,0.1,0.006,0.036,0.0565,0.048,0.021,0.0027
1711735200,29.03.2024 18:00,1.45,0.2,0.007,0.048,0.0443,0.048,0.021,0.0027
1711738800,29.03.2024 19:00,1.45,0.2,0.003,0.065,0.0279,0.048,0.022,0.0022
1711742400,29.03.2024 20:00,1.45,0.2,0.001,0.065,0.0333,0.045,0.022,0.0021
1711746000,29.03.2024 21:00,1.45,0.2,0.001,0.063,0.0348,0.05,0.022,0.0021
1711749600,29.03.2024 22:00,1.46,0.2,0.001,0.054,0.0434,0.044,0.021,0.0021
1711753200,29.03.2024 23:00,1.45,0.2,0.001,0.054,0.0401,0.04,0.02,0.0017
1711756800,30.03.2024 00:00,1.44,0.1,0.001,0.037,0.0475,0.027,0.014,0.0013
1711760400,30.03.2024 01:00,1.41,0.03,0.0,0.021,0.0562,0.011,0.006,0.001
1711764000,30.03.2024 02:00,1.42,0.03,0.0,0.025,0.0506,0.008,0.005,0.001
1711767600,30.03.2024 03:00,1.42,0.1,0.0,0.024,0.0519,0.007,0.005,0.0008
1711771200,30.03.2024 04:00,1.42,0.1,0.0,0.023,0.0532,0.003,0.004,0.0008
1711774800,30.03.2024 05:00,1.41,0.1,0.0,0.015,0.0617,0.002,0.003,0.0012
1711778400,30.03.2024 06:00,1.42,0.1,0.0,0.022,0.0558,0.005,0.005,0.0008
1711782000,30.03.2024 07:00,1.42,0.1,0.001,0.021,0.0565,0.008,0.006,0.0009
1711785600,30.03.2024 08:00,1.42,0.1,0.002,0.026,0.048,0.01,0.006,0.0008
1711789200,30.03.2024 09:00,1.42,0.1,0.008,0.027,0.0504,0.014,0.006,0.0013
1711792800,30.03.2024 10:00,1.42,0.1,0.007,0.023,0.061,0.019,0.009,0.0017
1711796400,30.03.2024 11:00,1.42,0.1,0.005,0.018,0.073,0.012,0.004,0.0017
1711800000,30.03.2024 12:00,1.41,0.1,0.005,0.017,0.0745,0.016,0.004,0.0021
1711803600,30.03.2024 13:00,1.41,0.1,0.004,0.014,0.0787,0.017,0.004,0.0016
1711807200,30.03.2024 14:00,1.4,0.1,0.003,0.014,0.0795,0.018,0.005,0.0014
1711810800,30.03.2024 15:00,1.4,0.1,0.004,0.018,0.0778,0.018,0.004,0.0014
1711814400,30.03.2024 16:00,1.4,0.1,0.003,0.016,0.0805,0.023,0.006,0.0013
1711818000,30.03.2024 17:00,1.4,0.07,0.002,0.019,0.0747,0.021,0.006,0.0012
1711821600,30.03.2024 18:00,1.39,0.1,0.001,0.033,0.0653,0.024,0.007,0.001
1711825200,30.03.2024 19:00,1.4,0.1,0.0,0.031,0.0658,0.027,0.008,0.0009
1711828800,30.03.2024 20:00,1.41,0.1,0.0,0.041,0.0509,0.025,0.009,0.0008
1711832400,30.03.2024 21:00,1.41,0.1,0.0,0.035,0.0579,0.019,0.008,0.0008
1711836000,30.03.2024 22:00,1.41,0.1,0.0,0.029,0.0626,0.014,0.007,0.0009
1711839600,30.03.2024 23:00,1.42,0.1,0.0,0.024,0.0653,0.01,0.006,0.0006
1711843200,31.03.2024 00:00,1.42,0.1,0.0,0.023,0.0655,0.012,0.008,0.0008
1711846800,31.03.2024 01:00,1.44,0.1,0.0,0.023,0.063,0.012,0.007,0.0008
1711850400,31.03.2024 02:00,1.42,0.1,0.0,0.024,0.0629,0.011,0.007,0.001
1711854000,31.03.2024 03:00,1.42,0.03,0.001,0.028,0.0563,0.014,0.009,0.0006
1711857600,31.03.2024 04:00,1.43,0.0,0.0,0.024,0.0561,0.013,0.009,0.0006
1711861200,31.03.2024 05:00,1.42,0.0,0.0,0.026,0.048,0.014,0.01,0.0006
1711864800,31.03.2024 06:00,1.44,0.0,0.0,0.037,0.0329,0.011,0.009,0.0005
1711868400,31.03.2024 07:00,1.44,0.07,0.006,0.048,0.0188,0.016,0.011,0.0007
1711872000,31.03.2024 08:00,1.45,0.1,0.015,0.047,0.0222,0.022,0.015,0.0011
1711875600,31.03.2024 09:00,1.46,0.1,0.024,0.044,0.0249,0.023,0.013,0.0015
1711879200,31.03.2024 10:00,1.46,0.07,0.026,0.042,0.0302,0.028,0.014,0.002
1711882800,31.03.2024 11:00,1.45,0.0,0.018,0.039,0.044,0.021,0.01,0.0022
1711886400,31.03.2024 12:00,1.44,0.0,0.017,0.042,0.0497,0.027,0.009,0.0024
1711890000,31.03.2024 13:00,1.42,0.0,0.011,0.036,0.0601,0.023,0.007,0.0023
1711893600,31.03.2024 14:00,1.4,0.0,0.007,0.03,0.0742,0.011,0.003,0.0019
1711897200,31.03.2024 15:00,1.39,0.17,0.003,0.017,0.0884,0.008,0.003,0.0015
1711900800,31.03.2024 16:00,1.39,0.2,0.003,0.019,0.0832,0.023,0.008,0.0014
1711904400,31.03.2024 17:00,1.39,0.2,0.001,0.017,0.0905,0.014,0.005,0.0013
1711908000,31.03.2024 18:00,1.39,0.2,0.001,0.022,0.0873,0.02,0.009,0.0014
1711911600,31.03.2024 19:00,1.38,0.2,0.0,0.031,0.0733,0.024,0.012,0.0011
1711915200,31.03.2024 20:00,1.4,0.33,0.001,0.063,0.0437,0.034,0.01,0.0012
1711918800,31.03.2024 21:00,1.41,0.3,0.001,0.063,0.0436,0.046,0.014,0.0013
1711922400,31.03.2024 22:00,1.42,0.33,0.0,0.065,0.0444,0.048,0.015,0.0015
1711926000,31.03.2024 23:00,1.43,0.3,0.0,0.053,0.0515,0.047,0.017,0.0013
