timestamp,datetime,CH4 (mg/m3),CO (mg/m3),NO (mg/m3),NO2 (mg/m3),OZ (mg/m3),PM10 (mg/m3),PM2.5 (mg/m3),SO2 (mg/m3),H2S (mg/m3)
1713355200,17.04.2024 12:00,,0.13,0.018,0.058,,0.02,,,
1713358800,17.04.2024 13:00,,0.13,0.018,0.063,,0.024,,,
1713362400,17.04.2024 14:00,,0.2,0.028,0.064,,0.025,,,
1713366000,17.04.2024 15:00,,0.17,0.025,0.06,,0.039,,,
1713369600,17.04.2024 16:00,,0.1,0.017,0.051,,0.043,,,
1713373200,17.04.2024 17:00,,0.03,0.008,0.043,,0.051,,,
1713376800,17.04.2024 18:00,,0.1,0.012,0.059,,0.053,,,
1713380400,17.04.2024 19:00,,0.1,0.015,0.068,,0.048,,,
1713384000,17.04.2024 20:00,,0.17,0.013,0.069,,0.046,,,
1713387600,17.04.2024 21:00,,0.2,0.012,0.068,,0.054,,,
1713391200,17.04.2024 22:00,,0.27,0.019,0.084,,0.056,,,
1713394800,17.04.2024 23:00,,0.47,0.037,0.101,,0.059,,,
1713398400,18.04.2024 00:00,,0.8,0.031,0.101,,0.06,,,
1713402000,18.04.2024 01:00,,0.8,0.027,0.1,,0.064,,,
1713405600,18.04.2024 02:00,,0.67,0.016,0.088,,0.066,,,
1713409200,18.04.2024 03:00,,0.57,0.007,0.081,,0.064,,,
1713412800,18.04.2024 04:00,,0.77,0.051,0.079,,0.064,,,
1713416400,18.04.2024 05:00,,0.83,0.068,0.088,,0.059,,,
1713420000,18.04.2024 06:00,,1.03,0.103,0.089,,0.058,,,
1713423600,18.04.2024 07:00,,1.03,0.102,0.085,,0.058,,,
1713427200,18.04.2024 08:00,,1.17,0.11,0.077,,0.058,,,
1713430800,18.04.2024 09:00,,1.0,0.071,0.073,,0.075,,,
1713434400,18.04.2024 10:00,,1.17,0.106,0.08,,0.079,,,
1713438000,18.04.2024 11:00,,1.13,0.103,0.079,,0.093,,,
1713441600,18.04.2024 12:00,,0.73,0.078,0.076,,0.096,,,
1713445200,18.04.2024 13:00,,0.8,0.077,0.077,,0.097,,,
1713448800,18.04.2024 14:00,,0.73,0.066,0.07,,0.098,,,
1713452400,18.04.2024 15:00,,0.8,0.071,0.074,,0.079,,,
1713456000,18.04.2024 16:00,,0.7,0.051,0.071,,0.074,,,
1713459600,18.04.2024 17:00,,0.57,0.035,0.061,,0.055,,,
1713463200,18.04.2024 18:00,,0.5,0.031,0.06,,0.05,,,
1713466800,18.04.2024 19:00,,0.5,0.026,0.059,,0.034,,,
1713470400,18.04.2024 20:00,,0.47,0.024,0.051,,0.029,,,
1713474000,18.04.2024 21:00,,0.5,0.03,0.049,,0.023,,,
1713477600,18.04.2024 22:00,,0.43,0.027,0.046,,0.021,,,
1713481200,18.04.2024 23:00,,0.43,0.026,0.043,,0.014,,,
1713484800,19.04.2024 00:00,,0.4,0.025,0.037,,0.012,,,
1713488400,19.04.2024 01:00,,0.37,0.015,0.03,,0.017,,,
1713492000,19.04.2024 02:00,,0.3,0.01,0.024,,0.019,,,
1713495600,19.04.2024 03:00,,0.3,0.01,0.022,,0.017,,,
1713499200,19.04.2024 04:00,,0.27,0.01,0.021,,0.016,,,
1713502800,19.04.2024 05:00,,0.23,0.009,0.021,,0.01,,,
1713506400,19.04.2024 06:00,,0.3,0.012,0.026,,0.009,,,
1713510000,19.04.2024 07:00,,0.43,0.031,0.035,,0.006,,,
1713513600,19.04.2024 08:00,,0.73,0.069,0.049,,0.005,,,
1713517200,19.04.2024 09:00,,0.9,0.087,0.054,,0.005,,,
1713520800,19.04.2024 10:00,,0.87,0.09,0.055,,0.005,,,
1713524400,19.04.2024 11:00,,0.63,0.058,0.05,,0.02,,,
1713528000,19.04.2024 12:00,,0.43,0.031,0.053,,0.023,,,
1713531600,19.04.2024 13:00,,0.27,0.011,0.046,,0.018,,,
1713535200,19.04.2024 14:00,,0.23,0.007,0.023,,0.017,,,
1713538800,19.04.2024 15:00,,0.23,0.01,0.028,,0.02,,,
1713542400,19.04.2024 16:00,,0.2,0.009,0.022,,0.021,,,
1713546000,19.04.2024 17:00,,0.23,0.008,0.03,,0.025,,,
1713549600,19.04.2024 18:00,,0.23,0.008,0.027,,0.026,,,
1713553200,19.04.2024 19:00,,0.2,0.006,0.024,,0.02,,,
1713556800,19.04.2024 20:00,,0.23,0.005,0.022,,0.019,,,
1713560400,19.04.2024 21:00,,0.27,0.007,0.021,,0.016,,,
1713564000,19.04.2024 22:00,,0.2,0.007,0.022,,0.015,,,
1713567600,19.04.2024 23:00,,0.2,0.005,0.025,,0.016,,,
1713571200,20.04.2024 00:00,,0.3,0.006,0.025,,0.017,,,
1713574800,20.04.2024 01:00,,0.3,0.007,0.025,,0.017,,,
1713578400,20.04.2024 02:00,,0.3,0.005,0.019,,0.017,,,
1713582000,20.04.2024 03:00,,0.3,0.003,0.018,,0.017,,,
1713585600,20.04.2024 04:00,,0.3,0.002,0.015,,0.017,,,
1713589200,20.04.2024 05:00,,0.3,0.002,0.015,,0.015,,,
1713592800,20.04.2024 06:00,,0.3,0.002,0.019,,0.015,,,
1713596400,20.04.2024 07:00,,0.3,0.003,0.017,,0.011,,,
1713600000,20.04.2024 08:00,,0.3,0.007,0.025,,0.01,,,
1713603600,20.04.2024 09:00,,0.33,0.013,0.032,,0.012,,,
1713607200,20.04.2024 10:00,,0.3,0.01,0.026,,0.012,,,
1713610800,20.04.2024 11:00,,0.3,0.013,0.03,,0.017,,,
1713614400,20.04.2024 12:00,,0.03,0.009,0.025,,0.018,,,
1713618000,20.04.2024 13:00,,0.0,0.009,0.022,,0.025,,,
1713621600,20.04.2024 14:00,,0.0,0.007,0.016,,0.027,,,
1713625200,20.04.2024 15:00,,0.0,0.007,0.019,,0.028,,,
1713628800,20.04.2024 16:00,,0.0,0.007,0.023,,0.029,,,
1713632400,20.04.2024 17:00,,0.0,0.007,0.025,,0.027,,,
1713636000,20.04.2024 18:00,,0.0,0.007,0.025,,0.026,,,
1713639600,20.04.2024 19:00,,0.07,0.006,0.03,,0.023,,,
1713643200,20.04.2024 20:00,,0.1,0.009,0.045,,0.022,,,
1713646800,20.04.2024 21:00,,0.27,0.022,0.071,,0.025,,,
1713650400,20.04.2024 22:00,,0.63,0.074,0.099,,0.026,,,
1713654000,20.04.2024 23:00,,0.9,0.11,0.104,,0.044,,,
1713657600,21.04.2024 00:00,,1.1,0.134,0.104,,0.049,,,
1713661200,21.04.2024 01:00,,0.87,0.097,0.101,,0.07,,,
1713664800,21.04.2024 02:00,,0.6,0.065,0.091,,0.076,,,
1713668400,21.04.2024 03:00,,0.47,0.036,0.084,,0.086,,,
1713672000,21.04.2024 04:00,,0.43,0.035,0.078,,0.089,,,
1713675600,21.04.2024 05:00,,0.43,0.039,0.072,,0.079,,,
1713679200,21.04.2024 06:00,,0.4,0.035,0.071,,0.076,,,
1713682800,21.04.2024 07:00,,0.3,0.027,0.064,,0.062,,,
1713686400,21.04.2024 08:00,,0.3,0.033,0.059,,0.058,,,
1713690000,21.04.2024 09:00,,0.33,0.035,0.06,,0.053,,,
1713693600,21.04.2024 10:00,,0.37,0.037,0.062,,0.051,,,
1713697200,21.04.2024 11:00,,0.37,0.042,0.058,,0.053,,,
1713700800,21.04.2024 12:00,,0.23,0.029,0.038,,0.054,,,
1713704400,21.04.2024 13:00,,0.37,0.034,0.05,,0.06,,,
1713708000,21.04.2024 14:00,,0.3,0.027,0.042,,0.061,,,
1713711600,21.04.2024 15:00,,0.33,0.024,0.05,,0.066,,,
1713715200,21.04.2024 16:00,,0.37,0.03,0.051,,0.068,,,
1713718800,21.04.2024 17:00,,0.4,0.029,0.052,,0.07,,,
1713722400,21.04.2024 18:00,,0.43,0.033,0.052,,0.07,,,
1713726000,21.04.2024 19:00,,0.5,0.035,0.055,,0.066,,,
1713729600,21.04.2024 20:00,,0.4,0.025,0.05,,0.065,,,
1713733200,21.04.2024 21:00,,0.37,0.023,0.058,,0.058,,,
1713736800,21.04.2024 22:00,,0.43,0.031,0.064,,0.056,,,
1713740400,21.04.2024 23:00,,0.5,0.078,0.062,,0.055,,,
1713744000,22.04.2024 00:00,,0.37,0.044,0.046,,0.055,,,
1713747600,22.04.2024 01:00,,0.37,0.02,0.049,,0.047,,,
1713751200,22.04.2024 02:00,,0.3,0.016,0.042,,0.045,,,
1713754800,22.04.2024 03:00,,0.3,0.009,0.035,,0.034,,,
1713758400,22.04.2024 04:00,,0.2,0.01,0.036,,0.031,,,
1713762000,22.04.2024 05:00,,0.2,0.009,0.035,,0.029,,,
1713765600,22.04.2024 06:00,,0.37,0.028,0.053,,0.028,,,
1713769200,22.04.2024 07:00,,0.57,0.046,0.063,,0.025,,,
1713772800,22.04.2024 08:00,,0.6,0.055,0.066,,0.025,,,
1713776400,22.04.2024 09:00,,0.43,0.028,0.049,,0.041,,,
1713780000,22.04.2024 10:00,,0.37,0.025,0.048,,0.045,,,
1713783600,22.04.2024 11:00,,0.2,0.009,0.022,,0.047,,,
1713787200,22.04.2024 12:00,,0.33,0.009,0.023,,0.047,,,
1713790800,22.04.2024 13:00,,0.37,0.009,0.024,,0.037,,,
1713794400,22.04.2024 14:00,,0.37,0.01,0.025,,0.035,,,
1713798000,22.04.2024 15:00,,0.33,0.01,0.028,,0.035,,,
1713801600,22.04.2024 16:00,,0.3,0.008,0.032,,0.035,,,
1713805200,22.04.2024 17:00,,0.4,0.01,0.037,,0.034,,,
1713808800,22.04.2024 18:00,,0.4,0.008,0.036,,0.034,,,
1713812400,22.04.2024 19:00,,0.4,0.008,0.038,,0.028,,,
1713816000,22.04.2024 20:00,,0.3,0.005,0.024,,0.027,,,
1713819600,22.04.2024 21:00,,0.3,0.004,0.024,,0.024,,,
1713823200,22.04.2024 22:00,,0.3,0.004,0.019,,0.023,,,
1713826800,22.04.2024 23:00,,0.3,0.004,0.021,,0.021,,,
1713830400,23.04.2024 00:00,,0.07,0.002,0.018,,0.02,,,
1713834000,23.04.2024 01:00,,0.1,0.002,0.02,,0.016,,,
1713837600,23.04.2024 02:00,,0.03,0.001,0.018,,0.015,,,
1713841200,23.04.2024 03:00,,0.1,0.004,0.015,,0.011,,,
1713844800,23.04.2024 04:00,,0.03,0.001,0.016,,0.01,,,
1713848400,23.04.2024 05:00,,0.0,0.0,0.011,,0.013,,,
1713852000,23.04.2024 06:00,,0.07,0.003,0.017,,0.013,,,
1713855600,23.04.2024 07:00,,0.1,0.004,0.02,,0.011,,,
1713859200,23.04.2024 08:00,,0.1,0.008,0.026,,0.011,,,
1713862800,23.04.2024 09:00,,0.23,0.018,0.039,,0.015,,,
1713866400,23.04.2024 10:00,,0.23,0.016,0.04,,0.016,,,
1713870000,23.04.2024 11:00,,0.33,0.029,0.045,,0.02,,,
1713873600,23.04.2024 12:00,,0.43,0.016,0.037,,0.022,,,
1713877200,23.04.2024 13:00,,0.47,0.017,0.033,,0.026,,,
1713880800,23.04.2024 14:00,,0.47,0.017,0.038,,0.027,,,
1713884400,23.04.2024 15:00,,0.47,0.016,0.038,,0.027,,,
1713888000,23.04.2024 16:00,,0.4,0.01,0.036,,0.028,,,
1713891600,23.04.2024 17:00,,0.43,0.011,0.034,,0.027,,,
1713895200,23.04.2024 18:00,,0.47,0.013,0.043,,0.026,,,
1713898800,23.04.2024 19:00,,0.47,0.009,0.039,,0.026,,,
1713902400,23.04.2024 20:00,,0.53,0.015,0.048,,0.026,,,
1713906000,23.04.2024 21:00,,0.5,0.012,0.055,,0.024,,,
1713909600,23.04.2024 22:00,,0.5,0.009,0.045,,0.024,,,
1713913200,23.04.2024 23:00,,0.47,0.009,0.037,,0.03,,,
1713916800,24.04.2024 00:00,,0.23,0.006,0.032,,0.032,,,
1713920400,24.04.2024 01:00,,0.2,0.003,0.031,,0.03,,,
1713924000,24.04.2024 02:00,,0.2,0.004,0.032,,0.03,,,
1713927600,24.04.2024 03:00,,0.23,0.007,0.04,,0.025,,,
1713931200,24.04.2024 04:00,,0.2,0.003,0.029,,0.024,,,
1713934800,24.04.2024 05:00,,0.2,0.009,0.038,,0.023,,,
1713938400,24.04.2024 06:00,,0.23,0.015,0.048,,0.023,,,
1713942000,24.04.2024 07:00,,0.23,0.011,0.041,,0.024,,,
1713945600,24.04.2024 08:00,,0.33,0.031,0.049,,0.024,,,
1713949200,24.04.2024 09:00,,0.4,0.03,0.045,,0.034,,,
1713952800,24.04.2024 10:00,,0.33,0.028,0.045,,0.036,,,
1713956400,24.04.2024 11:00,,0.33,0.017,0.035,,0.034,,,
1713960000,24.04.2024 12:00,,0.27,0.017,0.035,,0.033,,,
1713963600,24.04.2024 13:00,,0.3,0.014,0.034,,0.029,,,
1713967200,24.04.2024 14:00,,0.27,0.022,0.045,,0.028,,,
1713970800,24.04.2024 15:00,,0.3,0.015,0.045,,0.027,,,
1713974400,24.04.2024 16:00,,0.37,0.025,0.058,,0.027,,,
1713978000,24.04.2024 17:00,,0.47,0.034,0.07,,0.028,,,
1713981600,24.04.2024 18:00,,0.43,0.03,0.071,,0.028,,,
1713985200,24.04.2024 19:00,,0.37,0.019,0.065,,0.037,,,
1713988800,24.04.2024 20:00,,0.5,0.027,0.077,,0.04,,0.0012,0.0029
1713992400,24.04.2024 21:00,,0.43,0.021,0.07,,0.044,,0.001,0.0013
1713996000,24.04.2024 22:00,,0.67,0.049,0.086,,0.046,,0.0015,0.0007
1713999600,24.04.2024 23:00,,0.53,0.029,0.078,,0.045,,0.0009,0.0013
1714003200,25.04.2024 00:00,,0.47,0.023,0.07,,0.045,,0.0009,0.0012
1714006800,25.04.2024 01:00,,0.33,0.013,0.055,,0.037,,0.0008,0.001
1714010400,25.04.2024 02:00,,0.2,0.006,0.043,,0.035,,0.0008,0.0012
1714014000,25.04.2024 03:00,,0.0,0.007,0.039,,0.036,,0.0005,0.0016
1714017600,25.04.2024 04:00,,0.0,0.006,0.032,,0.036,,0.0006,0.0015
1714021200,25.04.2024 05:00,,0.0,0.007,0.034,,0.024,,0.0006,0.0004
1714024800,25.04.2024 06:00,,0.0,0.007,0.038,,0.02,,0.0006,0.0002
1714028400,25.04.2024 07:00,,0.0,0.007,0.036,,0.018,,0.0006,0.0005
1714032000,25.04.2024 08:00,,0.0,0.012,0.047,,0.017,,0.0011,0.001
1714035600,25.04.2024 09:00,,0.0,0.01,0.031,,0.024,,0.001,0.0018
1714039200,25.04.2024 10:00,,0.0,0.014,0.036,,0.025,,0.0012,0.0023
1714042800,25.04.2024 11:00,,0.0,0.013,0.032,,0.031,,0.0011,0.0006
1714046400,25.04.2024 12:00,,0.3,0.013,0.031,,0.033,,0.0013,0.0002
1714050000,25.04.2024 13:00,,0.37,0.014,0.034,,0.031,,0.0013,0.001
1714053600,25.04.2024 14:00,,0.3,0.01,0.033,,0.031,,0.0012,0.0018
1714057200,25.04.2024 15:00,,0.3,0.01,0.035,,0.033,,0.0014,0.0018
1714060800,25.04.2024 16:00,,0.33,0.011,0.033,,0.034,,0.0012,0.0018
1714064400,25.04.2024 17:00,,0.3,0.007,0.028,,0.051,,0.0012,0.0008
1714068000,25.04.2024 18:00,,0.3,0.007,0.033,,0.056,,0.0012,0.0005
1714071600,25.04.2024 19:00,,0.33,0.007,0.041,,0.057,,0.0012,0.0001
1714075200,25.04.2024 20:00,,0.43,0.011,0.065,,0.057,,0.0012,0.0001
1714078800,25.04.2024 21:00,,0.7,0.021,0.092,,0.06,,0.0013,0.0009
1714082400,25.04.2024 22:00,,0.97,0.048,0.098,,0.061,,0.0017,0.0017
1714086000,25.04.2024 23:00,,0.87,0.044,0.093,,0.086,,0.0018,0.0025
1714089600,26.04.2024 00:00,,1.13,0.078,0.09,,0.093,,0.0022,0.0029
1714093200,26.04.2024 01:00,,1.13,0.128,0.098,,0.108,,0.0031,0.0031
1714096800,26.04.2024 02:00,,0.97,0.105,0.097,,0.112,,0.0027,0.0027
1714100400,26.04.2024 03:00,,0.73,0.073,0.093,,0.115,,0.002,0.0023
1714104000,26.04.2024 04:00,,0.7,0.069,0.088,,0.115,,0.0021,0.0023
1714107600,26.04.2024 05:00,,0.6,0.06,0.077,,0.102,,0.002,0.0028
1714111200,26.04.2024 06:00,,0.63,0.064,0.068,,0.099,,0.0021,0.0025
1714114800,26.04.2024 07:00,,0.7,0.082,0.068,,0.101,,0.0023,0.0028
1714118400,26.04.2024 08:00,,0.97,0.113,0.079,,0.102,,0.0029,0.0027
1714122000,26.04.2024 09:00,,0.57,0.054,0.068,,0.094,,0.0018,0.002
1714125600,26.04.2024 10:00,,0.47,0.035,0.054,,0.092,,0.0018,0.0017
1714129200,26.04.2024 11:00,,0.47,0.036,0.052,,0.079,,0.002,0.0017
1714132800,26.04.2024 12:00,,0.47,0.019,0.04,,0.075,,0.002,0.0015
1714136400,26.04.2024 13:00,,0.53,0.017,0.039,,0.071,,0.0018,0.0013
1714140000,26.04.2024 14:00,,0.5,0.013,0.043,,0.07,,0.0019,0.0012
1714143600,26.04.2024 15:00,,0.5,0.015,0.04,,0.07,,0.0018,0.0013
1714147200,26.04.2024 16:00,,0.5,0.014,0.045,,0.07,,0.0017,0.001
1714150800,26.04.2024 17:00,,0.57,0.011,0.042,,0.071,,0.0016,0.0007
1714154400,26.04.2024 18:00,,0.57,0.009,0.043,,0.071,,0.0014,0.0008
1714158000,26.04.2024 19:00,,0.5,0.004,0.047,,0.067,,0.0013,0.0015
1714161600,26.04.2024 20:00,,0.57,0.011,0.055,,0.066,,0.0016,0.0018
1714165200,26.04.2024 21:00,,0.57,0.013,0.054,,0.072,,0.0017,0.0012
1714168800,26.04.2024 22:00,,0.5,0.008,0.046,,0.074,,0.0015,0.0008
1714172400,26.04.2024 23:00,,0.4,0.003,0.037,,0.067,,0.0014,0.0006
1714176000,27.04.2024 00:00,,0.43,0.018,0.055,,0.065,,0.0015,0.0001
1714179600,27.04.2024 01:00,,0.53,0.03,0.077,,0.053,,0.0016,0.0007
1714183200,27.04.2024 02:00,,0.47,0.012,0.062,,0.049,,0.0015,0.0013
1714186800,27.04.2024 03:00,,0.43,0.005,0.048,,0.052,,0.0013,0.0017
1714190400,27.04.2024 04:00,,0.33,0.002,0.029,,0.053,,0.0012,0.0016
1714194000,27.04.2024 05:00,,0.33,0.001,0.023,,0.06,,0.0013,0.0014
1714197600,27.04.2024 06:00,,0.3,0.002,0.02,,0.062,,0.0012,0.0016
1714201200,27.04.2024 07:00,,0.37,0.004,0.029,,0.057,,0.0012,0.0016
1714204800,27.04.2024 08:00,,0.47,0.011,0.04,,0.056,,0.0014,0.0015
1714208400,27.04.2024 09:00,,0.5,0.012,0.043,,0.061,,0.0014,0.0012
1714212000,27.04.2024 10:00,,0.57,0.028,0.063,,0.062,,0.0017,0.0014
1714215600,27.04.2024 11:00,,0.57,0.036,0.038,,0.072,,0.0017,0.0012
1714219200,27.04.2024 12:00,,0.6,0.037,0.042,,0.074,,0.0017,0.0009
1714222800,27.04.2024 13:00,,0.6,0.035,0.05,,0.055,,0.0017,0.0007
1714226400,27.04.2024 14:00,,0.53,0.022,0.04,,0.05,,0.0015,0.0005
1714230000,27.04.2024 15:00,,0.53,0.025,0.036,,0.037,,0.0014,0.0011
1714233600,27.04.2024 16:00,,0.53,0.025,0.037,,0.034,,0.0015,0.0008
1714237200,27.04.2024 17:00,,0.57,0.027,0.042,,0.033,,0.0015,0.0007
1714240800,27.04.2024 18:00,,0.5,0.019,0.045,,0.033,,0.0013,0.0002
1714244400,27.04.2024 19:00,,0.5,0.015,0.046,,0.021,,0.0013,0.0015
1714248000,27.04.2024 20:00,,0.57,0.019,0.053,,0.017,,0.0014,0.0019
1714251600,27.04.2024 21:00,,0.5,0.01,0.051,,0.021,,0.0011,0.0008
1714255200,27.04.2024 22:00,,0.53,0.014,0.056,,0.022,,0.001,0.0006
1714258800,27.04.2024 23:00,,0.5,0.009,0.054,,0.027,,0.001,0.0002
1714262400,28.04.2024 00:00,,0.43,0.03,0.061,,0.029,,0.0014,0.0001
1714266000,28.04.2024 01:00,,0.47,0.049,0.058,,0.033,,0.0017,0.0004
1714269600,28.04.2024 02:00,,0.4,0.029,0.057,,0.034,,0.0014,0.0002
1714273200,28.04.2024 03:00,,0.33,0.02,0.059,,0.034,,0.0013,0.0004
1714276800,28.04.2024 04:00,,0.3,0.008,0.06,,0.034,,0.0011,0.0007
1714280400,28.04.2024 05:00,,0.2,0.009,0.057,,0.035,,0.0011,0.0018
1714284000,28.04.2024 06:00,,0.23,0.011,0.057,,0.035,,0.001,0.0021
1714287600,28.04.2024 07:00,,0.27,0.022,0.056,,0.027,,0.0012,0.0015
1714291200,28.04.2024 08:00,,0.27,0.022,0.051,,0.025,,0.0012,0.0011
1714294800,28.04.2024 09:00,,0.37,0.036,0.05,,0.038,,0.0016,0.001
1714298400,28.04.2024 10:00,,1.0,0.061,0.056,,0.042,,0.002,0.0009
1714302000,28.04.2024 11:00,,0.0,0.046,0.052,,0.04,,0.002,0.0013
1714305600,28.04.2024 12:00,,0.33,0.028,0.053,,0.039,,0.0012,0.0012
1714309200,28.04.2024 13:00,,0.3,0.016,0.038,,0.042,,0.0013,0.0005
1714312800,28.04.2024 14:00,,0.27,0.016,0.041,,0.043,,0.0012,0.0002
1714316400,28.04.2024 15:00,,0.4,0.025,0.051,,0.04,,0.0016,0.0011
1714320000,28.04.2024 16:00,,0.27,0.014,0.044,,0.039,,0.0014,0.0013
1714323600,28.04.2024 17:00,,0.2,0.01,0.036,,0.044,,0.001,0.0004
1714327200,28.04.2024 18:00,,0.3,0.011,0.039,,0.045,,0.001,0.0003
1714330800,28.04.2024 19:00,,0.27,0.011,0.047,,0.037,,0.001,0.001
1714334400,28.04.2024 20:00,,0.43,0.016,0.056,,0.034,,0.0014,0.0011
1714338000,28.04.2024 21:00,,0.47,0.01,0.077,,0.041,,0.001,0.001
1714341600,28.04.2024 22:00,,0.53,0.02,0.095,,0.042,,0.0011,0.0011
1714345200,28.04.2024 23:00,,0.67,0.03,0.093,,0.052,,0.0012,0.0014
1714348800,29.04.2024 00:00,,0.63,0.018,0.088,,0.055,,0.0011,0.0016
1714352400,29.04.2024 01:00,,0.6,0.017,0.089,,0.058,,0.0011,0.0016
1714356000,29.04.2024 02:00,,0.5,0.014,0.088,,0.059,,0.0009,0.0014
1714359600,29.04.2024 03:00,,0.47,0.004,0.073,,0.055,,0.0009,0.0006
1714363200,29.04.2024 04:00,,0.47,0.011,0.078,,0.054,,0.0009,0.0003
1714366800,29.04.2024 05:00,,0.5,0.014,0.082,,0.049,,0.001,0.002
1714370400,29.04.2024 06:00,,0.5,0.014,0.072,,0.048,,0.001,0.0026
1714374000,29.04.2024 07:00,,0.4,0.012,0.054,,0.047,,0.0009,0.0007
1714377600,29.04.2024 08:00,,0.43,0.015,0.052,,0.046,,0.0009,0.0
1714381200,29.04.2024 09:00,,0.37,0.017,0.049,,0.042,,0.0012,0.0009
1714384800,29.04.2024 10:00,,0.47,0.026,0.05,,0.041,,0.0022,0.0013
1714388400,29.04.2024 11:00,,0.4,0.02,0.043,,0.037,,0.0026,0.0009
1714392000,29.04.2024 12:00,,0.23,0.016,0.039,,0.035,,0.0014,0.0007
1714395600,29.04.2024 13:00,,0.3,0.015,0.032,,0.042,,0.0015,0.0016
1714399200,29.04.2024 14:00,,0.27,0.014,0.034,,0.044,,0.0015,0.0016
1714402800,29.04.2024 15:00,,0.3,0.02,0.04,,0.044,,0.0015,0.0015
1714406400,29.04.2024 16:00,,0.3,0.014,0.039,,0.044,,0.0013,0.0007
